,Название,ИНН,Адрес,ОКВЭД,Деятельность
550,"ООО ""МЕЧЕЛ-ЭНЕРГО""",7722245108,Челябинская область,35.14,Торговля электроэнергией
551,"ГУП МО ""ЛЕОНОВСКОЕ""",5005001600,Московская область,68.20.2,Аренда и управление собственным или арендованным нежилым недвижимым имуществом
552,"ООО ""КРИОГАЗ СЕВЕРО-ЗАПАД""",5003063216,Г.Санкт-Петербург,20.11,Производство промышленных газов
553,"АО ""ТК ""МЕГАПОЛИС""",5003052454,МОСКОВСКАЯ ОБЛАСТЬ,46.35,Торговля оптовая табачными изделиями
554,"ООО ""ПАНСИОНАТ""",5001087042,Г.МОСКВА,68.3,Операции с недвижимым имуществом за вознаграждение или на договорной основе
555,"АО ""ИНЭК""",5000001074,Московская область,68.20.2,Аренда и управление собственным или арендованным нежилым недвижимым имуществом
556,"ООО ""ГАЗПРОМ ИНВЕСТ РГК""",7751001106,Г.САНКТ-ПЕТЕРБУРГ,68.10,Покупка и продажа собственного недвижимого имущества
557,"ООО ""МИРАНДА-МЕДИА""",7702527584,РЕСПУБЛИКА КРЫМ,61.10.3,Деятельность по предоставлению услуг по передаче данных и услуг доступа к информационно-коммуникационной сети Интернет
558,"АО ""ОЗК""",7708632345,Г.Москва,64.20,Деятельность холдинговых компаний
559,"ООО ""ТОРГОВЫЙ ДОМ ОЗК""",7708763813,Г.Москва,46.21,"Торговля оптовая зерном, необработанным табаком, семенами и кормами для сельскохозяйственных животных"
560,"ООО ""АГЕНТСТВО НЕДВИЖИМОСТИ ""ПОКРОВСКОЕ""",6163084777,РОСТОВСКАЯ ОБЛАСТЬ,68.10.23,Покупка и продажа земельных участков
561,"ООО ""МКЦ-ДЕВЕЛОПМЕНТ""",6163082392,Ростовская область,71.12.2,"Деятельность заказчика-застройщика, генерального подрядчика"
562,"ООО ""НЕБУГ""",6163074296,КРАСНОДАРСКИЙ КРАЙ,86.90.4,Деятельность санаторно-курортных организаций
563,"ООО ""КОНЦЕРН ""ПОКРОВСКИЙ""",6163072316,РОСТОВСКАЯ ОБЛАСТЬ,43.12,Подготовка строительной площадки
564,"ООО ""АГРОФИРМА НОВО-ПОКРОВСКАЯ""",6163068912,КРАСНОДАРСКИЙ КРАЙ,01.11.1,Выращивание зерновых культур
565,"ТОР ""АР МО СЕВЕРСКИЙ РАЙОН""",2348980056,КРАСНОДАРСКИЙ КРАЙ,94.11,Деятельность коммерческих и предпринимательских членских организаций
566,"ООО ""ЛВНГ""",2983013832,НЕНЕЦКИЙ АВТОНОМНЫЙ ОКРУГ,71.12.3,"Работы геолого-разведочные, геофизические и геохимические в области изучения недр и воспроизводства минерально-сырьевой базы"
567,"НП ""АИР ЮФО""",6163075028,РОСТОВСКАЯ ОБЛАСТЬ,70.22,Консультирование по вопросам коммерческой деятельности и управления
568,"АО ""ФИНАНСОВЫЕ СИСТЕМЫ""",9731065602,МОСКВА ГОРОД,64.99,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
569,"ООО ""ФОТОН СОЛЮШН""",9729036562,Г.Москва,64.20,Деятельность холдинговых компаний
570,"ООО ""ИГЧП""",7727297533,Г.Москва,64.99.1,Вложения в ценные бумаги
571,"ООО ""ГОРОД-СПУТНИК ""ЮЖНЫЙ""",7813479671,Г.САНКТ-ПЕТЕРБУРГ,41.2,Строительство жилых и нежилых зданий
572,"ООО ""ГПН-ФИНАНС""",8601017300,Г.САНКТ-ПЕТЕРБУРГ,64.99.1,Вложения в ценные бумаги
573,"ООО ""ФЛЕКСЛАБ""",7801203710,Г.САНКТ-ПЕТЕРБУРГ,72.19,Научные исследования и разработки в области естественных и технических наук прочие
574,"ООО ""ЕДИНЫЙФАКТОР""",7729660992,Г.Москва,62.01,Разработка компьютерного программного обеспечения
575,"АО ""ЭР-ТЕЛЕКОМ ХОЛДИНГ""",5902202276,ПЕРМСКИЙ КРАЙ,61.10,Деятельность в области связи на базе проводных технологий
576,"ООО ""НЦ ТЕХНОСПАРК""",5046075713,Г.МОСКВА,64.9,"Деятельность по предоставлению прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению"
577,"АО ""РОСГЕО""",7724294887,Г.МОСКВА,70.10.2,Деятельность по управлению холдинг-компаниями
578,"ООО ""РГ ПАРТНЁР""",7727440092,Г.МОСКВА,71.12,"Деятельность в области инженерных изысканий, инженерно-технического проектирования, управления проектами строительства, выполнения строительного контроля и авторского надзора, предоставление технических консультаций в этих областях"
579,"ОАО ""РОСТОППРОМ""",7701026000,Г.Москва,46.71.1,Торговля оптовая твердым топливом
580,"НИЦ ""КУРЧАТОВСКИЙ ИНСТИТУТ"" - ВИАМ",7701024933,Г.МОСКВА,72.19,Научные исследования и разработки в области естественных и технических наук прочие
581,"АО ""РЭТ""",7610093697,Ярославская область,49.31.22,Деятельность троллейбусного транспорта по регулярным внутригородским и пригородным пассажирским перевозкам
582,"ООО ""ТЕМАК-ИНЖИНИРИНГ""",7606125240,ЯРОСЛАВСКАЯ ОБЛАСТЬ,71.12,"Деятельность в области инженерных изысканий, инженерно-технического проектирования, управления проектами строительства, выполнения строительного контроля и авторского надзора, предоставление технических консультаций в этих областях"
583,АССОЦИАЦИЯ БЕТОННЫХ ДОРОГ,7714427841,Г.МОСКВА,94.11,Деятельность коммерческих и предпринимательских членских организаций
584,"ООО ""ФОРУМ""",7714418491,Г.МОСКВА,55.10,Деятельность гостиниц и прочих мест для временного проживания
585,"ООО ""ТИМАНСКИЙ-1""",7714415081,Г.МОСКВА,71.12.3,"Работы геолого-разведочные, геофизические и геохимические в области изучения недр и воспроизводства минерально-сырьевой базы"
586,"ООО ""ЗАПАДНО-ТУРЫШЕВСКИЙ""",7714415067,Г.МОСКВА,71.12.3,"Работы геолого-разведочные, геофизические и геохимические в области изучения недр и воспроизводства минерально-сырьевой базы"
587,ФАУ МО РФ ЦСКА,7714317863,Г.МОСКВА,93.19,Деятельность в области спорта прочая
588,"ООО ""ГСП-ИНВЕСТИЦИИ""",7810797852,Г.САНКТ-ПЕТЕРБУРГ,64.99.1,Вложения в ценные бумаги
589,"ООО ""ЭТП ГПБ КОНСАЛТИНГ""",7728356929,МОСКВА ГОРОД,63.11.1,Деятельность по созданию и использованию баз данных и информационных ресурсов
590,ПРАВИТЕЛЬСТВО ОРЛОВСКОЙ ОБЛАСТИ,5753010381,Орловская область,84.11.21,"Деятельность органов государственной власти субъектов Российской Федерации (республик, краев, областей), кроме судебной власти, представительств исполнительных органов государственной власти субъектов Российской Федерации при Президенте Российской Федерации"
591,"ООО ""ЛОКОТЕХ""",7715900556,Г.Москва,70.10.1,Деятельность по управлению финансово-промышленными группами
592,"АО ""ЖЕЛДОРРЕММАШ""",7715729877,Г.МОСКВА,30.20.9,"Предоставление услуг по восстановлению и оснащению (завершению) железнодорожных локомотивов, трамвайных моторных вагонов и прочего подвижного состава"
593,"АО ""НОРИЛЬСКГАЗПРОМ""",2457002628,КРАСНОЯРСКИЙ КРАЙ,06.20,Добыча природного газа и газового конденсата
594,"ООО ""ЦЕНТРГАЗЭНЕРГОРЕМОНТ""",5050048663,МОСКОВСКАЯ ОБЛАСТЬ,33.12,Ремонт машин и оборудования
595,"ООО ""СМАРТ СПГ""",9729290230,Г.МОСКВА,70.10.2,Деятельность по управлению холдинг-компаниями
596,ООО ВТБ ИНФРАСТРУКТУРНЫЙ ХОЛДИНГ,7703817046,Г.МОСКВА,70.10.2,Деятельность по управлению холдинг-компаниями
597,"ООО ""ДЕФЕНСУМ-ИНВЕСТ""",7713459135,Г.Москва,68.10.2,Покупка и продажа собственного недвижимого имущества
598,"ФГУП ГПИ И НИИ ГА ""АЭРОПРОЕКТ""",7712037050,Г.МОСКВА,71.12.1,"Деятельность, связанная с инженерно-техническим проектированием, управлением проектами строительства, выполнением строительного контроля и авторского надзора"
599,"ООО ""МЕГАПОЛИС""",7710940530,МОСКВА ГОРОД,68.3,Операции с недвижимым имуществом за вознаграждение или на договорной основе
600,"ООО ""ПЕРВЕНСТВОТОРГ """,7710692327,Г.МОСКВА,68.20,Аренда и управление собственным или арендованным недвижимым имуществом
601,"ООО ""ЭДЕЛЬВЕЙС""",7710571080,РОСТОВСКАЯ ОБЛАСТЬ,63.99.1,Деятельность по оказанию консультационных и информационных услуг
602,"ООО ""СТАР МЕДИА ДИСТРИБЬЮШН""",7723633907,Г.МОСКВА,59.11,"Производство кинофильмов, видеофильмов и телевизионных программ"
603,"АО ""МОСИНЖПРОЕКТ""",7701885820,Г.МОСКВА,71.12.2,"Деятельность заказчика-застройщика, генерального подрядчика"
604,"ООО ""БАЛТИКСТРОЙАЛЬЯНС""",9731114049,Г.Москва,41.20,Строительство жилых и нежилых зданий
605,"ООО ""СТАРОТЕПЛОВСКИЙ""",7713470442,Г.МОСКВА,06.10.1,Добыча сырой нефти
606,"ООО ""УСБК""",7713446672,Г.МОСКВА,09.10.1,"Предоставление услуг по бурению, связанному с добычей нефти, газа и газового конденсата"
607,"ООО ""УЧАСТОК №1""",7713446190,Г.МОСКВА,71.12.3,"Работы геолого-разведочные, геофизические и геохимические в области изучения недр и воспроизводства минерально-сырьевой базы"
608,"ООО ""ДЖЪЕР-ТЭБУКСКИЙ""",7713446182,Г.МОСКВА,71.12.3,"Работы геолого-разведочные, геофизические и геохимические в области изучения недр и воспроизводства минерально-сырьевой базы"
609,ФГУП ГОСНИИ ГА,7712039709,Г.МОСКВА,72.19,Научные исследования и разработки в области естественных и технических наук прочие
610,"ООО ""СП ПОРТОВАЯ""",7814828029,Г.САНКТ-ПЕТЕРБУРГ,70.10.2,Деятельность по управлению холдинг-компаниями
611,"ООО ""ЭТАЛОННЫЕ КОНЦЕССИИ""",7814823662,Г.МОСКВА,64.20,Деятельность холдинговых компаний
612,"ООО ""ВИЭЙ ФАРМА""",7814688702,Г.Санкт-Петербург,72.19,Научные исследования и разработки в области естественных и технических наук прочие
613,"ООО ""БЕРВИНГ""",7814596473,Г.Санкт-Петербург,62.02,Деятельность консультативная и работы в области компьютерных технологий
614,"АО ""РЕЗЕРВХЛЕБ""",7814339814,Г.Санкт-Петербург,52.10.3,Хранение и складирование зерна
615,"АО РАОС, АО ""РУСАТОМ ОВЕРСИЗ""",7725413350,Г.МОСКВА,70.10,Деятельность головных офисов
616,"ООО ""АВК ИНВЕСТМЕНТС""",7725495385,Г.Москва,64.99.1,Вложения в ценные бумаги
617,"ООО ""НСДЖИПИ-АКТИВЫ""",9704015401,Г.Москва,64.20,Деятельность холдинговых компаний
618,"ООО ""САМОЛЕТ-МСК""",5027298739,МОСКОВСКАЯ ОБЛАСТЬ,70.22,Консультирование по вопросам коммерческой деятельности и управления
619,"ООО ""СБЕРБАНК ИНВЕСТИЦИИ""",5032229441,Московская область,64.9,"Деятельность по предоставлению прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению"
620,"АО ""ДЦСС""",2536196045,Приморский край,30.11,"Строительство кораблей, судов и плавучих конструкций"
621,"ПАО ""РОССЕТИ ЦЕНТР И ПРИВОЛЖЬЕ""",5260200603,Нижегородская область,35.12,Передача электроэнергии и технологическое присоединение к распределительным электросетям
622,"ООО ""ВИНДРОТОР""",5246048788,Нижегородская область,24.2,"Производство стальных труб, полых профилей и фитингов"
623,"ООО ""АТОМ-ТОР-НОВОУРАЛЬСК""",6682019450,Свердловская область,68.32,Управление недвижимым имуществом за вознаграждение или на договорной основе
624,"АО ""ИНСТИТУТ ""ЭНЕРГОСЕТЬПРОЕКТ""",7719167509,Г.МОСКВА,68.20,Аренда и управление собственным или арендованным недвижимым имуществом
625,"ООО ""ПМХ-ТРАНСПОРТ""",7718890289,МОСКВА ГОРОД,77.39.12,Аренда и лизинг железнодорожного транспорта и оборудования
626,"ЗПИФ комбинированный ""ФИПЗ"" под управлением ООО ""УК ""Прагма Капитал""",7718581523,ТВЕРСКАЯ ОБЛАСТЬ,64.30,Деятельность инвестиционных фондов и аналогичных финансовых организаций
627,"ПАО ""ГРУППА ЧЕРКИЗОВО""",7718560636,Московская область,70.22,Консультирование по вопросам коммерческой деятельности и управления
628,"ООО ""АЛАЗЕЯ КАПИТАЛ""",7730258679,Г.МОСКВА,64.99.3,"Капиталовложения в уставные капиталы, венчурное инвестирование, в том числе посредством инвестиционных компаний"
629,"ООО СЗ ""ОДЕОН""",5024221858,Московская область,71.12.2,"Деятельность заказчика-застройщика, генерального подрядчика"
630,"ПАО АФК ""СИСТЕМА""",7703104630,Г.Москва,64.99.1,Вложения в ценные бумаги
631,"ООО ""ТРАСТ""",7729787276,Г.МОСКВА,64.99.1,Вложения в ценные бумаги
632,"ПАО ""НОВАТЭК""",6316031581,ЯМАЛО-НЕНЕЦКИЙ АВТОНОМНЫЙ ОКРУГ,46.71,"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами"
633,"ПАО ""РОССЕТИ""",4716016979,Г.МОСКВА,35.12,Передача электроэнергии и технологическое присоединение к распределительным электросетям
634,"ООО ""ГАЗПРОМ МЕЖРЕГИОНГАЗ СЕВЕР""",7838042298,Г.Санкт-Петербург,46.71,"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами"
635,"АО ""ГАЗПРОМ ГАЗОРАСПРЕДЕЛЕНИЕ""",7838306818,Г.САНКТ-ПЕТЕРБУРГ,35.22,Распределение газообразного топлива по газораспределительным сетям
636,"АО ""ТОМСКНЕФТЬ"" ВНК",7022000310,ТОМСКАЯ ОБЛАСТЬ,06.10.1,Добыча сырой нефти
637,"ООО ""ЦИФРОВАЯ ИНДУСТРИАЛЬНАЯ ПЛАТФОРМА""",7813646509,Г.САНКТ-ПЕТЕРБУРГ,62.01,Разработка компьютерного программного обеспечения
638,"АО ""ГКНПЦ ИМ. М.В. ХРУНИЧЕВА""",7730239877,Г.МОСКВА,72.19,Научные исследования и разработки в области естественных и технических наук прочие
639,"ООО ""БПО ""ПЕЧАТНИКИ""",9714024518,Г.МОСКВА,64.2,Деятельность холдинговых компаний
640,"ООО ""АУРА-МЕДИА""",7730517394,Г.Москва,59.11,"Производство кинофильмов, видеофильмов и телевизионных программ"
641,"АО ""ЕВРАЗ НТМК""",6623000680,СВЕРДЛОВСКАЯ ОБЛАСТЬ,24.1,"Производство чугуна, стали и ферросплавов"
642,ООО КАНЕВСКОЙ ТОРГОВЫЙ ДОМ,2334022832,КРАСНОДАРСКИЙ КРАЙ,47.22.1,"Торговля розничная мясом и мясом птицы, включая субпродукты в специализированных магазинах"
643,"ООО ""АГРОКОМПЛЕКС ""КАНЕВСКОЙ БЕКОН""",2334022649,КРАСНОДАРСКИЙ КРАЙ,01.46,Разведение свиней
644,"ООО ТД ""СТАРАЯ ДЕРЕВНЯ""",2334022423,КРАСНОДАРСКИЙ КРАЙ,47.22.1,"Торговля розничная мясом и мясом птицы, включая субпродукты в специализированных магазинах"
645,"ООО ТД ""КАНЕВСКИЕ КОЛБАСЫ""",2334022416,КРАСНОДАРСКИЙ КРАЙ,47.22.1,"Торговля розничная мясом и мясом птицы, включая субпродукты в специализированных магазинах"
646,"ООО ""АГРОХОЛДИНГ""",2334021412,КРАСНОДАРСКИЙ КРАЙ,01.11.1,Выращивание зерновых культур
647,СОЮЗ ЭКСПОРТЕРОВ ЗЕРНА,7708356494,Г.МОСКВА,94.12,Деятельность профессиональных членских организаций
648,"АССОЦИАЦИЯ ""РАДО""",7706460605,Г.МОСКВА,73.20,Исследование конъюнктуры рынка и изучение общественного мнения
649,"ООО ""ТАВР-ИМУЩЕСТВЕННЫЙ КОМПЛЕКС""",6165181945,РОСТОВСКАЯ ОБЛАСТЬ,68.20,Аренда и управление собственным или арендованным недвижимым имуществом
650,МИНИМУЩЕСТВО РОСТОВСКОЙ ОБЛАСТИ,6163021632,Ростовская область,84.11.21,"Деятельность органов государственной власти субъектов Российской Федерации (республик, краев, областей), кроме судебной власти, представительств исполнительных органов государственной власти субъектов Российской Федерации при Президенте Российской Федерации"
651,"ООО ""АПИК""",6102063473,РОСТОВСКАЯ ОБЛАСТЬ,68.20,Аренда и управление собственным или арендованным недвижимым имуществом
652,"ООО ""АКЦЕНТР""",3703048393,Ивановская область,72.19,Научные исследования и разработки в области естественных и технических наук прочие
653,"АО ""КИНЕШЕМСКАЯ ГЭС""",3703015172,ИВАНОВСКАЯ ОБЛАСТЬ,35.12,Передача электроэнергии и технологическое присоединение к распределительным электросетям
654,"АО ""СОЛНЕЧНЫЙ ВЕТЕР""",3702736140,Оренбургская область,35.11.4,"Производство электроэнергии, получаемой из возобновляемых источников энергии, включая выработанную солнечными, ветровыми, геотермальными электростанциями, в том числе деятельность по обеспечению их работоспособности"
655,"ООО ""КАЗИНО ФЛАМИНГО""",3664013475,ВОРОНЕЖСКАЯ ОБЛАСТЬ,68.20.2,Аренда и управление собственным или арендованным нежилым недвижимым имуществом
656,"ООО ""УК ВЛП""",3525266729,ВОЛОГОДСКАЯ ОБЛАСТЬ,70.10.1,Деятельность по управлению финансово-промышленными группами
657,"ООО ""ИНТЕРНЕТ РЕШЕНИЯ""",7704217370,Г.МОСКВА,47.91.2,"Торговля розничная, осуществляемая непосредственно при помощи информационно-коммуникационной сети Интернет"
658,ВЭБ.РФ,7750004150,Г.МОСКВА,64.19,Денежное посредничество прочее
659,"ООО ""ГК ""ФЕРРО-ЭСТЕЙТ""",7701270544,Г.МОСКВА,64.99,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
660,"ООО ""МЕГАПОЛИС""",2315157143,Г.Москва,68.10.1,Подготовка к продаже собственного недвижимого имущества
661,"АО ""ГАЗПРОМ-МЕДИА ХОЛДИНГ""",7728668727,Г.МОСКВА,70.22,Консультирование по вопросам коммерческой деятельности и управления
662,"ОПИФ рыночных финансовых инструментов ""Открытие - Валютные облигации""",7705394773,МОСКВА ГОРОД,64.99.1,Вложения в ценные бумаги
663,МОЛОЧНЫЙ СОЮЗ РОССИИ,7705386973,Г.МОСКВА,94.20,Деятельность профессиональных союзов
664,"ООО ""РЕНОВА-ХОЛДИНГ РУС""",7705310692,МОСКВА ГОРОД,64.99.1,Вложения в ценные бумаги
665,"АО ""КОМСОМОЛЬСКИЙ""",7704876326,Г.Москва,68.20.2,Аренда и управление собственным или арендованным нежилым недвижимым имуществом
666,"ООО ""ЛАБИНСКИЙ ЭЛЕВАТОР""",2314025200,КРАСНОДАРСКИЙ КРАЙ,52.10.3,Хранение и складирование зерна
667,"ООО ""АНТАРЕС""",2312122992,РОСТОВСКАЯ ОБЛАСТЬ,68.1,Покупка и продажа собственного недвижимого имущества
668,"ООО ""ПРОММАШ""",2310183527,КРАСНОДАРСКИЙ КРАЙ,46.14.9,Деятельность агентов по оптовой торговле прочими видами машин и промышленным оборудованием
669,"ООО ""ДЕМЕТРА ТРЕЙДИНГ""",2310175205,Краснодарский край,46.21,"Торговля оптовая зерном, необработанным табаком, семенами и кормами для сельскохозяйственных животных"
670,"ООО ""МЕТАЛЛСЕРВИС-КРАСНОДАР""",2309107401,Краснодарский край,46.72,Торговля оптовая металлами и металлическими рудами
671,"ООО ""СЗ ""САМОЛЕТ-ПЯТНИЦКИЕ КВАРТАЛЫ""",9721154042,Г.МОСКВА,71.12.2,"Деятельность заказчика-застройщика, генерального подрядчика"
672,"ООО ""АРКТИК БАЛКЕР""",2469004757,МУРМАНСКАЯ ОБЛАСТЬ,50.20,Деятельность морского грузового транспорта
673,"АО ""ТРАНСМАШХОЛДИНГ""",7723199790,Г.МОСКВА,46.1,Торговля оптовая за вознаграждение или на договорной основе
674,"ООО ""МЦГР""",9703013183,Г.МОСКВА,70.22,Консультирование по вопросам коммерческой деятельности и управления
675,"ФГУП ""ПСЗ""; ФГУП ""ПРИБОРОСТРОИТЕЛЬНЫЙ ЗАВОД""",7405000428,ЧЕЛЯБИНСКАЯ ОБЛАСТЬ,25.40,Производство оружия и боеприпасов
676,"ООО ""ПАЛЛАДА""",7224083870,Тюменская область,61.10.1,Деятельность по предоставлению услуг телефонной связи
677,"АО ""ТОРГОВО-СЕРВИСНЫЙ ЦЕНТР СЕВЕР""",7205003326,Тюменская область,33.12,Ремонт машин и оборудования
678,"ООО ""ЭЛИТ СТРОЙ""",7204090319,ТЮМЕНСКАЯ ОБЛАСТЬ,71.12.2,"Деятельность заказчика-застройщика, генерального подрядчика"
679,"ГБУЗ ТО ""ОБСМЭ""",7203058175,ТЮМЕНСКАЯ ОБЛАСТЬ,86.90.2,Деятельность организаций судебно-медицинской экспертизы
680,"ООО ""КОММИТ КЭПИТАЛ""",7702527457,Г.Москва,64.99,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
681,"АГЕНТСТВО СТРАТЕГИЧЕСКИХ ИНИЦИАТИВ (АСИ), АГЕНТСТВО СТРАТЕГИЧЕСКИХ ИНИЦИАТИВ, АСИ",7704278735,Г.МОСКВА,73.20,Исследование конъюнктуры рынка и изучение общественного мнения
682,"""ОПОРА РОССИИ""",7704247293,Г.МОСКВА,94.99,"Деятельность прочих общественных организаций, не включенных в другие группировки"
683,"ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ДЕЛОВАЯ РОССИЯ""",7722257336,Г.МОСКВА,94.99,"Деятельность прочих общественных организаций, не включенных в другие группировки"
684,"АО ""НМГ""",7704676655,Г.МОСКВА,70.10.1,Деятельность по управлению финансово-промышленными группами
685,"ООО ""АЛТУФЬЕВО-ДЕВЕЛОПМЕНТ""",9715391599,Г.Москва,68.20,Аренда и управление собственным или арендованным недвижимым имуществом
686,"ЗАО ""НЕДВИЖИМОСТЬ ЦЕНТР ШАТУРА""",7725710145,Г.Москва,68.20.2,Аренда и управление собственным или арендованным нежилым недвижимым имуществом
687,"АО ""КЭС""",5024037961,МОСКОВСКАЯ ОБЛАСТЬ,35.14,Торговля электроэнергией
688,"ООО ""ЦИФРА""",7704245507,Г.Москва,62.01,Разработка компьютерного программного обеспечения
689,"ООО ""ОТКРЫТАЯ МОБИЛЬНАЯ ПЛАТФОРМА""",1615012605,РЕСПУБЛИКА ТАТАРСТАН (ТАТАРСТАН),62.01,Разработка компьютерного программного обеспечения
690,"ОПИФ облигаций ""Агора - фонд сбережений""",7706111837,Г.Москва,66.30.1,Управление инвестиционными фондами
691,"УНИВЕРСИТЕТ НАУКИ И ТЕХНОЛОГИЙ МИСИС, УНИВЕРСИТЕТ МИСИС, НИТУ МИСИС, МИСИС",7706019535,Г.МОСКВА,85.22,Образование высшее
692,"АО ""АТОМРЕДМЕТЗОЛОТО""",7706016076,Г.Москва,46.90,Торговля оптовая неспециализированная
693,"ООО ""МПК""",7705935951,МОСКВА ГОРОД,64.99.1,Вложения в ценные бумаги
694,"ООО ""ЦТТ""",1655202377,Республика Татарстан (Татарстан),72.19,Научные исследования и разработки в области естественных и технических наук прочие
695,"ПАО ""ТАТНЕФТЬ"" ИМ. В.Д. ШАШИНА",1644003838,РЕСПУБЛИКА ТАТАРСТАН (ТАТАРСТАН),06.10,Добыча сырой нефти и нефтяного (попутного) газа
696,"ПАО ""КАМАЗ""",1650032058,РЕСПУБЛИКА ТАТАРСТАН (ТАТАРСТАН),29.10.4,Производство грузовых автомобилей
697,"ООО ""УНИВЕРСИТЕТСКАЯ СТАРТАП-СТУДИЯ""",1650419070,РЕСПУБЛИКА ТАТАРСТАН (ТАТАРСТАН),72.19,Научные исследования и разработки в области естественных и технических наук прочие
698,"ООО ""РОСТЕЛЕКОМ-ЦИФРОВЫЕ РЕГИОНЫ""",7704305026,Г.Москва,62.02,Деятельность консультативная и работы в области компьютерных технологий
699,МИНПРОМТОРГ РОССИИ,7705596339,Г.Москва,84.11.11,"Деятельность федеральных органов государственной власти, кроме полномочных представителей Президента Российской Федерации и территориальных органов федеральных органов исполнительной власти"
700,"ООО ""РЕНОВА""",9705053872,Г.МОСКВА,64.99.1,Вложения в ценные бумаги
701,"АО ""АЛЬФА-БАНК""",7728168971,Г.МОСКВА,64.19,Денежное посредничество прочее
702,"ООО ""КОРПОРАТИВНЫЙ ЦЕНТР ИКС 5""",7728632689,Г.МОСКВА,47.11,"Торговля розничная преимущественно пищевыми продуктами, включая напитки, и табачными изделиями в неспециализированных магазинах"
703,"ООО УК ""РОСВОДОКАНАЛ""",5027116065,Г.МОСКВА,70.22,Консультирование по вопросам коммерческой деятельности и управления
704,"ООО ""ПЕРМЬ-ВОСТОК-СЕРВИС""",5904330918,Пермский край,46.42.11,"Торговля оптовая одеждой, включая спортивную, кроме нательного белья"
705,"ООО ""ИРТ""",9714017292,Г.МОСКВА,68.10,Покупка и продажа собственного недвижимого имущества
706,"ООО ""ГАЛС-ДЕВЕЛОПМЕНТ""",9705138170,Г.МОСКВА,71.12.1,"Деятельность, связанная с инженерно-техническим проектированием, управлением проектами строительства, выполнением строительного контроля и авторского надзора"
707,"ООО ""КВИЛЛИОН""",9709094492,Г.Москва,68.20,Аренда и управление собственным или арендованным недвижимым имуществом
708,"ООО ""ВЭБ ВЕНЧУРС""",7731373995,Г.МОСКВА,64.99,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
709,"ООО ""ПЕРСПЕКТИВА ПЛЮС""",7731369614,Г.Москва,70.22,Консультирование по вопросам коммерческой деятельности и управления
710,"ООО ""НСК""",7731331850,КРАСНОДАРСКИЙ КРАЙ,73.11,Деятельность рекламных агентств
711,"ООО ""РУЗСКОЕ СЕЛЬСКОХОЗЯЙСТВЕННОЕ ПРЕДПРИЯТИЕ""",7730704549,Г.Москва,68.20.2,Аренда и управление собственным или арендованным нежилым недвижимым имуществом
712,"ООО ""ДОЛИНА""",7730618963,Г.Москва,70.10.2,Деятельность по управлению холдинг-компаниями
713,"АО ""ВЕСТЕЛКОМ""",7703081503,Г.Москва,64.20,Деятельность холдинговых компаний
714,"ООО ""РКС ДЕВЕЛОПМЕНТ""",7703669888,Г.МОСКВА,70.22,Консультирование по вопросам коммерческой деятельности и управления
715,"ООО ""УТ ""ПЭФ""",5024179395,Московская область,64.99.3,"Капиталовложения в уставные капиталы, венчурное инвестирование, в том числе посредством инвестиционных компаний"
716,"ООО ""РКС-МОСКВА""",9705102400,Г.МОСКВА,71.12.1,"Деятельность, связанная с инженерно-техническим проектированием, управлением проектами строительства, выполнением строительного контроля и авторского надзора"
717,"ООО ""ГАЗ - ОЙЛ ТРЕЙДИНГ""",7709773211,Г.МОСКВА,46.71,"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами"
718,"АО ""МЕЧЕЛ-МАЙНИНГ""",5406437129,Г.Москва,64.99,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
719,"ООО ""УК ""ОЛИМПИК""",7701373483,МОСКВА ГОРОД,55.1,Деятельность гостиниц и прочих мест для временного проживания
720,"ООО ""ИСЕТ ХОСПИТАЛИТИ""",7720395250,Г.МОСКВА,77.33,"Аренда и лизинг офисных машин и оборудования, включая вычислительную технику"
721,"ООО ""ТЕХНОНИКОЛЬ-СТРОИТЕЛЬНЫЕ СИСТЕМЫ""",7702521529,Г.МОСКВА,46.9,Торговля оптовая неспециализированная
722,"ООО ""ОПЕРАТОР ГАЗПРОМ ИД""",7743228142,Г.САНКТ-ПЕТЕРБУРГ,62.09,"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая"
723,"ООО ""УК ДЕМЕТРА-ХОЛДИНГ""",9703074796,Г.Москва,70.22,Консультирование по вопросам коммерческой деятельности и управления
724,"ООО ""АБР ДЕВЕЛОПМЕНТ""",7802923084,Г.САНКТ-ПЕТЕРБУРГ,70.22,Консультирование по вопросам коммерческой деятельности и управления
