,Название,ИНН,Адрес,ОКВЭД,Деятельность
725,"МК ООО ""ХОМО АУКТУС""",2540274313,ПРИМОРСКИЙ КРАЙ,64.20,Деятельность холдинговых компаний
726,"ООО ""ПЛТ""",7703406198,Г.Москва,68.20.2,Аренда и управление собственным или арендованным нежилым недвижимым имуществом
727,"ПАО ""ПРОМСВЯЗЬБАНК""",7744000912,Г.МОСКВА,64.19,Денежное посредничество прочее
728,"КБ ""ЕВРОТРАСТ"" (ЗАО)",7744000334,Г.Москва,64.19,Денежное посредничество прочее
729,"ООО ""АЛЬФА-М""",7743931676,Г.МОСКВА,47.25.1,"Торговля розничная алкогольными напитками, включая пиво, в специализированных магазинах"
730,"ООО ""ОЗОН ХОЛДИНГ""",7743181857,Г.Москва,64.20,Деятельность холдинговых компаний
731,"ООО ""АЙ-КУРУССКИЙ""",7743134286,Г.МОСКВА,71.12.3,"Работы геолого-разведочные, геофизические и геохимические в области изучения недр и воспроизводства минерально-сырьевой базы"
732,"АО СЗ АПСК ""ГУЛЬКЕВИЧСКИЙ""",2329007878,КРАСНОДАРСКИЙ КРАЙ,23.61,Производство изделий из бетона для использования в строительстве
733,"ДП ООО ""ТОРГОВЫЙ ДОМ"" ЗАО МЯСОПТИЦЕКОМБИНАТА ""КАНЕВСКОЙ""",2334016885,КРАСНОДАРСКИЙ КРАЙ,47.22.1,"Торговля розничная мясом и мясом птицы, включая субпродукты в специализированных магазинах"
734,"ГУП КК ""ЦИТ""",2308065195,КРАСНОДАРСКИЙ КРАЙ,62.01,Разработка компьютерного программного обеспечения
735,"ООО ""РЕДАКЦИЯ ГАЗЕТЫ ""ГОРЯЧИЙ КЛЮЧ""",2305027723,Краснодарский край,58.13,Издание газет
736,"ООО ""ДЕМЕТРА-ХОЛДИНГ""",7703467183,Г.МОСКВА,70.22,Консультирование по вопросам коммерческой деятельности и управления
737,"ООО ""КАПИТАЛ""",3525137836,Вологодская область,64.9,"Деятельность по предоставлению прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению"
738,"ООО ""ЛЛК-ИНТЕРНЕШНЛ""",7702583250,Г.МОСКВА,19.2,Производство нефтепродуктов
739,"АО ""НОВАПОРТ-ГСМ""",7707530340,НОВОСИБИРСКАЯ ОБЛАСТЬ,46.71,"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами"
740,"ООО ""ЛУКОЙЛ-АЭРО""",7702354081,Г.МОСКВА,46.71,"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами"
741,"АО ""МЕТАЛЛСЕРВИС""",7721040281,Г.Москва,25.11,"Производство строительных металлических конструкций, изделий и их частей"
742,"ООО ""ИНТЕСМО""",3448049540,ВОЛГОГРАДСКАЯ ОБЛАСТЬ,19.20,Производство нефтепродуктов
743,"ООО ""ТЗК ВОЛГА""",3444264875,ВОЛГОГРАДСКАЯ ОБЛАСТЬ,46.71.2,"Торговля оптовая моторным топливом, включая авиационный бензин"
744,"ООО ""ЛИКАРД""",3444197347,Г.МОСКВА,46.71,"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами"
745,"ООО ""ЛУКОЙЛ-НИЖНЕВОЛЖСКНЕФТЬ""",3444070534,АСТРАХАНСКАЯ ОБЛАСТЬ,06.10.1,Добыча сырой нефти
746,"АО ""МАВ""",3443009921,Волгоградская область,52.23.11,Деятельность аэропортовая
747,"ООО ""РИ-ИНВЕСТ""",7705551779,Г.МОСКВА,19.20,Производство нефтепродуктов
748,"АО ""ОМСК-ПРИГОРОД""",5505034152,Омская область,49.31.1,Перевозка пассажиров железнодорожным транспортом в пригородном сообщении
749,"ОАО ""ОМСКИЙ АЭРОПОРТ ""ФЁДОРОВКА""",5501235820,Омская область,41.2,Строительство жилых и нежилых зданий
750,"АО ""ОМСКОБЛВОДОПРОВОД""",5528022202,Омская область,36.00,"Забор, очистка и распределение воды"
751,"ООО ""РВК-РАЗВИТИЕ""",7730257604,МОСКВА ГОРОД,70.22,Консультирование по вопросам коммерческой деятельности и управления
752,"ООО ""ЯНДЕКС""",7736207543,Г.МОСКВА,62.01,Разработка компьютерного программного обеспечения
