,Объект_1,ИНН_1,Адрес_1,ОКВЭД_1,ОКВЭД_ГЛАВ_1,Деятельность_1,Связь,Объект_2,ИНН_2,Адрес_2,ОКВЭД_2,ОКВЭД_ГЛАВ_2,Деятельность_2
110,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""АНТАРЕС""",2312122992,РОСТОВСКАЯ ОБЛАСТЬ,68.1,68,Покупка и продажа собственного недвижимого имущества
111,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""ПЕРВЕНСТВОТОРГ """,7710692327,Г.МОСКВА,68.20,68,Аренда и управление собственным или арендованным недвижимым имуществом
112,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""РАЗВИТИЕ САНКТ-ПЕТЕРБУРГА""",7801460683,Г.МОСКВА,06.10.1,06,Добыча сырой нефти
113,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,ООО КАНЕВСКОЙ ТОРГОВЫЙ ДОМ,2334022832,КРАСНОДАРСКИЙ КРАЙ,47.22.1,47,"Торговля розничная мясом и мясом птицы, включая субпродукты в специализированных магазинах"
114,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""ЦХЛС-ВНИХФИ""",7704755586,Г.МОСКВА,72.19,72,Научные исследования и разработки в области естественных и технических наук прочие
115,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""АГРОКОНЦЕРН ПОКРОВСКИЙ""",2334023755,КРАСНОДАРСКИЙ КРАЙ,46.21.11,46,Торговля оптовая зерном
116,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""ТСЗ""",2334024068,КРАСНОДАРСКИЙ КРАЙ,10.81,10,Производство сахара
117,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""АГРО ХОЛДИНГ КАНЕВСКОЙ""",2369001167,КРАСНОДАРСКИЙ КРАЙ,46.21.11,46,Торговля оптовая зерном
118,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""СЗ ""ЛЕНИНГРАДСКИЙ ПРОСПЕКТ, 37""",7704868050,Г.МОСКВА,68.20,68,Аренда и управление собственным или арендованным недвижимым имуществом
119,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""КЛИНЦОВСКИЙ3""",9705106877,Г.МОСКВА,06.10.1,06,Добыча сырой нефти
120,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""ТУНАКСКИЙ""",9718076010,Г.МОСКВА,06.10,06,Добыча сырой нефти и нефтяного (попутного) газа
121,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""МАТЮШКИНСКИЙ УЧАСТОК""",7708326429,Г.МОСКВА,06.10.1,06,Добыча сырой нефти
122,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""ЗАПАДНО-ТУРЫШЕВСКИЙ""",7714415067,Г.МОСКВА,71.12.3,71,"Работы геолого-разведочные, геофизические и геохимические в области изучения недр и воспроизводства минерально-сырьевой базы"
123,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""ДЖЪЕР-ТЭБУКСКИЙ""",7713446182,Г.МОСКВА,71.12.3,71,"Работы геолого-разведочные, геофизические и геохимические в области изучения недр и воспроизводства минерально-сырьевой базы"
124,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""НГДУ ВОСТОЧНАЯ СИБИРЬ""",7722411958,Г.МОСКВА,06.10,06,Добыча сырой нефти и нефтяного (попутного) газа
125,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""НОВО-ТРУДОВОЙ""",7707394458,Г.МОСКВА,06.10.1,06,Добыча сырой нефти
126,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"АО ""ГИПРОГОР""",7736564746,Г.МОСКВА,71.11.1,71,"Деятельность в области архитектуры, связанная с созданием архитектурного объекта"
127,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""КОМПАНИЯ ""ГАЗ И НЕФТЬ""",7705514128,Г.МОСКВА,06.20,06,Добыча природного газа и газового конденсата
128,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"НИЦ ""КУРЧАТОВСКИЙ ИНСТИТУТ"" - ВИАМ",7701024933,Г.МОСКВА,72.19,72,Научные исследования и разработки в области естественных и технических наук прочие
129,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ФГУП ""РОСМОРПОРТ""",7702352454,Г.МОСКВА,52.22,52,"Деятельность вспомогательная, связанная с водным транспортом"
130,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""СОВИНТРАНС""",7703365382,Г.МОСКВА,68.20.2,68,Аренда и управление собственным или арендованным нежилым недвижимым имуществом
131,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""АГРОФИРМА НОВО-ПОКРОВСКАЯ""",6163068912,КРАСНОДАРСКИЙ КРАЙ,01.11.1,01,Выращивание зерновых культур
132,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""МАТЮШКИНСКАЯ ВЕРТИКАЛЬ""",7022013359,Г.МОСКВА,06.10.1,06,Добыча сырой нефти
133,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""КОНТИНЕНТ""",7706610360,МОСКОВСКАЯ ОБЛАСТЬ,68.2,68,Аренда и управление собственным или арендованным недвижимым имуществом
134,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""ХОРТИЦА""",7801413595,Г.МОСКВА,06.10.1,06,Добыча сырой нефти
135,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""ПОКРОВСКИЙ""",6163085146,РОСТОВСКАЯ ОБЛАСТЬ,68.32.1,68,Управление эксплуатацией жилого фонда за вознаграждение или на договорной основе
136,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""БИЗНЕС-ЦЕНТР ""САЛЮТ""",7707629251,Г.МОСКВА,68.2,68,Аренда и управление собственным или арендованным недвижимым имуществом
137,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ТД ""СТАРАЯ ДЕРЕВНЯ""",2334022423,КРАСНОДАРСКИЙ КРАЙ,47.22.1,47,"Торговля розничная мясом и мясом птицы, включая субпродукты в специализированных магазинах"
138,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""ФОРМУЛА""",2347015085,РОСТОВСКАЯ ОБЛАСТЬ,01.11.1,01,Выращивание зерновых культур
139,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""УК ""ВОЛЯ""",2334025181,КРАСНОДАРСКИЙ КРАЙ,66.12.2,66,Деятельность по управлению ценными бумагами
140,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""РЫБАЛОВСКОЕ""",7723418868,Г.МОСКВА,71.12.3,71,"Работы геолого-разведочные, геофизические и геохимические в области изучения недр и воспроизводства минерально-сырьевой базы"
141,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""ЮЖНО-ИРАЕЛЬСКИЙ""",9709009560,Г.МОСКВА,71.12.3,71,"Работы геолого-разведочные, геофизические и геохимические в области изучения недр и воспроизводства минерально-сырьевой базы"
142,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""ЗАПАДНО-ЛАВОЯЖСКИЙ""",9729136422,Г.МОСКВА,71.12.3,71,"Работы геолого-разведочные, геофизические и геохимические в области изучения недр и воспроизводства минерально-сырьевой базы"
143,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""НГДУ ПРИВОЛЖСКИЙ""",7722412895,Г.МОСКВА,06.10,06,Добыча сырой нефти и нефтяного (попутного) газа
144,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""КОЛОДКА-КОМПОЗИТ""",6683014092,СВЕРДЛОВСКАЯ ОБЛАСТЬ,23.99,23,"Производство прочей неметаллической минеральной продукции, не включенной в другие группировки"
145,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""БУЗУЛУКСКИЙ""",7708335776,Г.МОСКВА,06.10.1,06,Добыча сырой нефти
146,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"АО ""НЦ ВОСТНИИ""",4205143102,Кемеровская область - Кузбасс,72.19,72,Научные исследования и разработки в области естественных и технических наук прочие
147,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,ГП КС,7725027605,Г.МОСКВА,61.3,61,Деятельность в области спутниковой связи
148,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ФГУП ""ПАНСИОНАТ ИСКРА""",5038029142,Московская область,55.90,55,Деятельность по предоставлению прочих мест для временного проживания
149,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ДП ""ООО ТД ""ПОБЕДА""",2334018561,КРАСНОДАРСКИЙ КРАЙ,47.11,47,"Торговля розничная преимущественно пищевыми продуктами, включая напитки, и табачными изделиями в неспециализированных магазинах"
150,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""МОСГОРМАШ""",7709679642,РОСТОВСКАЯ ОБЛАСТЬ,46.69,46,Торговля оптовая прочими машинами и оборудованием
151,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""АГРОФИРМА ""ПРИАЗОВЬЕ""",2334020440,КРАСНОДАРСКИЙ КРАЙ,01.11.1,01,Выращивание зерновых культур
152,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""АГРОКОМПЛЕКС ""КАНЕВСКОЙ БЕКОН""",2334022649,КРАСНОДАРСКИЙ КРАЙ,01.46,01,Разведение свиней
153,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ТД ""ВОЛЬНАЯ СТАНИЦА""",2334023321,РОСТОВСКАЯ ОБЛАСТЬ,46.33.1,46,Торговля оптовая молочными продуктами
154,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""ПРИАЗОВЬЕ""",2334023868,КРАСНОДАРСКИЙ КРАЙ,01.11.1,01,Выращивание зерновых культур
155,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""БЕСТ""",6141042212,РОСТОВСКАЯ ОБЛАСТЬ,52.10.9,52,Хранение и складирование прочих грузов
156,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО АФ ""РАССВЕТ""",2314025835,КРАСНОДАРСКИЙ КРАЙ,01.1,01,Выращивание однолетних культур
157,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""ДРИМНЕФТЬ""",7701996625,Г.МОСКВА,09.1,09,Предоставление услуг в области добычи нефти и природного газа
158,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""МАРКОР""",2336024391,КРАСНОДАРСКИЙ КРАЙ,01.46,01,Разведение свиней
159,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""ЛИГА ПАРК""",6163141714,РОСТОВСКАЯ ОБЛАСТЬ,68.20.2,68,Аренда и управление собственным или арендованным нежилым недвижимым имуществом
160,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""ЮГАНСКИЙ 18""",7722349749,Г.МОСКВА,71.12.3,71,"Работы геолого-разведочные, геофизические и геохимические в области изучения недр и воспроизводства минерально-сырьевой базы"
161,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""СЕВЕРО-АЙКУРУССКИЙ""",7725301417,Г.МОСКВА,71.12.3,71,"Работы геолого-разведочные, геофизические и геохимические в области изучения недр и воспроизводства минерально-сырьевой базы"
162,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""САМАРА-САКМАРСКИЙ""",9729132932,Г.МОСКВА,06.10.1,06,Добыча сырой нефти
163,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""ЮЖНОВЛАДИГОРСКИЙ""",7708325626,Г.МОСКВА,06.10.1,06,Добыча сырой нефти
164,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""ИЧИКТА""",7708326066,Г.МОСКВА,71.12.3,71,"Работы геолого-разведочные, геофизические и геохимические в области изучения недр и воспроизводства минерально-сырьевой базы"
165,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""ЛУГОВОЕ""",7728379027,Г.МОСКВА,06.10.1,06,Добыча сырой нефти
166,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""МАЙОРСКОЕ""",9718076757,Г.МОСКВА,06.10.1,06,Добыча сырой нефти
167,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""УЧАСТОК №1""",7713446190,Г.МОСКВА,71.12.3,71,"Работы геолого-разведочные, геофизические и геохимические в области изучения недр и воспроизводства минерально-сырьевой базы"
168,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""СОКОЛОВСКОЕ""",9701092239,Г.МОСКВА,06.10.1,06,Добыча сырой нефти
169,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""ФОРУМ""",7714418491,Г.МОСКВА,55.10,55,Деятельность гостиниц и прочих мест для временного проживания
170,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"АО ""ИНСТИТУТ ""ЭНЕРГОСЕТЬПРОЕКТ""",7719167509,Г.МОСКВА,68.20,68,Аренда и управление собственным или арендованным недвижимым имуществом
171,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,ФГУП ГОСНИИ ГА,7712039709,Г.МОСКВА,72.19,72,Научные исследования и разработки в области естественных и технических наук прочие
172,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""ФИНПРОМ""",6165093262,РОСТОВСКАЯ ОБЛАСТЬ,68.1,68,Покупка и продажа собственного недвижимого имущества
173,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""БИЗНЕС ФИНАНС""",7727508400,Ростовская область,46.39,46,"Торговля оптовая неспециализированная пищевыми продуктами, напитками и табачными изделиями"
174,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""ЕВРОСТРОЙКОМПЛЕКС""",7704530247,РОСТОВСКАЯ ОБЛАСТЬ,46.39,46,"Торговля оптовая неспециализированная пищевыми продуктами, напитками и табачными изделиями"
175,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""КАНЕВСКОЙ ЭЛЕВАТОР""",2353019916,КРАСНОДАРСКИЙ КРАЙ,10.91.1,10,"Производство готовых кормов (смешанных и несмешанных), кроме муки и гранул из люцерны, для животных, содержащихся на фермах"
176,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""ПРОМГАЗЭНЕРГО""",7733652666,Г.МОСКВА,06.10,06,Добыча сырой нефти и нефтяного (попутного) газа
177,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО""ЛИМАНСКОЕ""",2361007350,КРАСНОДАРСКИЙ КРАЙ,01.11.1,01,Выращивание зерновых культур
178,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""АГРОФИРМА ""НОВОЩЕРБИНОВСКАЯ""",2361007343,КРАСНОДАРСКИЙ КРАЙ,01.11.1,01,Выращивание зерновых культур
179,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""АГРОФИРМА ""ДОЛЖАНСКАЯ""",2361007375,КРАСНОДАРСКИЙ КРАЙ,46.21,46,"Торговля оптовая зерном, необработанным табаком, семенами и кормами для сельскохозяйственных животных"
180,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ТД ""КОНЦЕРН ""ПОКРОВСКИЙ""",2334023970,КРАСНОДАРСКИЙ КРАЙ,46.21.11,46,Торговля оптовая зерном
181,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""АЙТЭМС""",6141042163,РОСТОВСКАЯ ОБЛАСТЬ,52.10.9,52,Хранение и складирование прочих грузов
182,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""АПП ""РОДИНА""",2314025592,КРАСНОДАРСКИЙ КРАЙ,01.1,01,Выращивание однолетних культур
183,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""МТ""",6163125423,РОСТОВСКАЯ ОБЛАСТЬ,85.41.1,85,Образование в области спорта и отдыха
184,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""АГРО-ЭКСПЕРТ""",6163129234,РОСТОВСКАЯ ОБЛАСТЬ,70.10.1,70,Деятельность по управлению финансово-промышленными группами
185,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""СКВАЖИНЫ СУРГУТА""",8602204165,Г.МОСКВА,09.10.9,09,Предоставление прочих услуг в области добычи нефти и природного газа
186,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""УК ""ПОБЕДА""",2334025199,КРАСНОДАРСКИЙ КРАЙ,66.12.2,66,Деятельность по управлению ценными бумагами
187,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""СЕВЕРО-МОЛОДЁЖНОЕ""",7718285161,Г.МОСКВА,71.12.3,71,"Работы геолого-разведочные, геофизические и геохимические в области изучения недр и воспроизводства минерально-сырьевой базы"
188,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""АЙ-КУРУССКИЙ""",7743134286,Г.МОСКВА,71.12.3,71,"Работы геолого-разведочные, геофизические и геохимические в области изучения недр и воспроизводства минерально-сырьевой базы"
189,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""КАЗАРКИНСКИЙ ВОСТОЧНЫЙ""",7708325640,Г.МОСКВА,71.12.3,71,"Работы геолого-разведочные, геофизические и геохимические в области изучения недр и воспроизводства минерально-сырьевой базы"
190,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""ИЧЕРСКИЙ ЮЖНЫЙ""",9718075489,Г.МОСКВА,71.12.3,71,"Работы геолого-разведочные, геофизические и геохимические в области изучения недр и воспроизводства минерально-сырьевой базы"
191,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""УСБК""",7713446672,Г.МОСКВА,09.10.1,09,"Предоставление услуг по бурению, связанному с добычей нефти, газа и газового конденсата"
192,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""СИТИ-БОКС МАГИСТРАЛЬНЫЙ""",7714451805,Г.МОСКВА,68.20.2,68,Аренда и управление собственным или арендованным нежилым недвижимым имуществом
193,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""СТАРОТЕПЛОВСКИЙ""",7713470442,Г.МОСКВА,06.10.1,06,Добыча сырой нефти
194,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""ПРИЛЕНСКИЙ""",9723118018,Г.МОСКВА,06.10.1,06,Добыча сырой нефти
195,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""МОКТАКОНСКИЙ""",9723118628,Г.МОСКВА,09.10,09,Предоставление услуг в области добычи нефти и природного газа
196,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""ТЕРИБЕРКА ПРОЕКТ""",5105014240,МУРМАНСКАЯ ОБЛАСТЬ,55.10,55,Деятельность гостиниц и прочих мест для временного проживания
197,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""БОЛЬШЕЮГАНСКИЙ""",9723124220,Г.МОСКВА,06.10.1,06,Добыча сырой нефти
198,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""ГАРМОНИЯ ХОЛДИНГ""",5047255733,МОСКОВСКАЯ ОБЛАСТЬ,70.10.2,70,Деятельность по управлению холдинг-компаниями
199,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""ТЕМАК-ИНЖИНИРИНГ""",7606125240,ЯРОСЛАВСКАЯ ОБЛАСТЬ,71.12,71,"Деятельность в области инженерных изысканий, инженерно-технического проектирования, управления проектами строительства, выполнения строительного контроля и авторского надзора, предоставление технических консультаций в этих областях"
200,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""ФУДМАРКЕТ""",9704102238,Г.МОСКВА,47.11,47,"Торговля розничная преимущественно пищевыми продуктами, включая напитки, и табачными изделиями в неспециализированных магазинах"
201,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""ЛЬВА ТОЛСТОГО, Д. 14""",9704102220,Г.МОСКВА,41.2,41,Строительство жилых и нежилых зданий
202,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""ТРЕЙД МАРК КОМПАНИ""",9704135233,Г.МОСКВА,77.4,77,"Аренда интеллектуальной собственности и подобной продукции, кроме авторских прав"
203,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""ВОЗДВИЖЕНСКОЕ""",9704136526,Г.МОСКВА,68.10,68,Покупка и продажа собственного недвижимого имущества
