,Объект_1,ИНН_1,Адрес_1,ОКВЭД_1,ОКВЭД_ГЛАВ_1,Деятельность_1,Связь,Объект_2,ИНН_2,Адрес_2,ОКВЭД_2,ОКВЭД_ГЛАВ_2,Деятельность_2
1279,"ПАО ""АКРОН""",5321029508,НОВГОРОДСКАЯ ОБЛАСТЬ,20.15,20,Производство удобрений и азотных соединений,Высокая,"ПАО ""ДОРОГОБУЖ""",6704000505,Смоленская область,20.15,20,Производство удобрений и азотных соединений
1280,"ООО ""УК ""СКАЙ ЛЭНД""",7728808029,Г.МОСКВА,69,69,Деятельность в области права и бухгалтерского учета,Высокая,"ООО ""ПАНСИОНАТ""",5001087042,Г.МОСКВА,68.3,68,Операции с недвижимым имуществом за вознаграждение или на договорной основе
1281,"ООО ""УК ""СКАЙ ЛЭНД""",7728808029,Г.МОСКВА,69,69,Деятельность в области права и бухгалтерского учета,Высокая,"АО ""БАЗИС ИНВЕСТ""",9706022362,Г.Москва,69.10,69,Деятельность в области права
1282,"ООО ""ЦТЕХ""",7838102211,Г.Санкт-Петербург,63.11,63,"Деятельность по обработке данных, предоставление услуг по размещению информации и связанная с этим деятельность",Высокая,"ООО ""ЦТЖД""",7838100750,Г.МОСКВА,62.01,62,Разработка компьютерного программного обеспечения
1283,"АО СЗ АПСК ""ГУЛЬКЕВИЧСКИЙ""",2329007878,КРАСНОДАРСКИЙ КРАЙ,23.61,23,Производство изделий из бетона для использования в строительстве,Высокая,"АО ""ЛЕНИНГРАДСКОЕ""",2341015096,КРАСНОДАРСКИЙ КРАЙ,01.5,01,Смешанное сельское хозяйство
1284,"ПАО ""МОЭК""",7720518494,Г.МОСКВА,35.30.1,35,Производство пара и горячей воды (тепловой энергии),Высокая,"ООО ""ЦТП МОЭК""",7720302417,Г.МОСКВА,35.30,35,"Производство, передача и распределение пара и горячей воды; кондиционирование воздуха"
1285,"ООО УК ""МЕТАЛЛОИНВЕСТ""",5018108484,МОСКОВСКАЯ ОБЛАСТЬ,70.10.1,70,Деятельность по управлению финансово-промышленными группами,Высокая,"АО ""ЛЕБЕДИНСКИЙ ГОК""",3127000014,БЕЛГОРОДСКАЯ ОБЛАСТЬ,07.10.2,07,Добыча железных руд открытым способом
1286,"ООО ""АККЕРМАНН ЦЕМЕНТ""",5607015014,Оренбургская область,23.51,23,Производство цемента,Высокая,"ООО ""ГОРНОЗАВОДСКЦЕМЕНТ""",5918218070,ПЕРМСКИЙ КРАЙ,23.51,23,Производство цемента
1287,"ООО ""АККЕРМАНН ЦЕМЕНТ""",5607015014,Оренбургская область,23.51,23,Производство цемента,Высокая,АССОЦИАЦИЯ БЕТОННЫХ ДОРОГ,7714427841,Г.МОСКВА,94.11,94,Деятельность коммерческих и предпринимательских членских организаций
1288,"ООО ""ОДИНЦОВСКАЯ КОНДИТЕРСКАЯ ФАБРИКА""",5032056319,МОСКОВСКАЯ ОБЛАСТЬ,10.82,10,"Производство какао, шоколада и сахаристых кондитерских изделий",Высокая,"ООО ""МАРС""",5045016560,Московская область,10.82.2,10,Производство шоколада и сахаристых кондитерских изделий
1289,"ООО ""ОДИНЦОВСКАЯ КОНДИТЕРСКАЯ ФАБРИКА""",5032056319,МОСКОВСКАЯ ОБЛАСТЬ,10.82,10,"Производство какао, шоколада и сахаристых кондитерских изделий",Высокая,РКДС,7727517570,Г.МОСКВА,69.10,69,Деятельность в области права
1290,"ООО ""ГК ТРИО""",4823037028,Липецкая область,69,69,Деятельность в области права и бухгалтерского учета,Высокая,"ООО ""ТМ""",4806016677,Липецкая область,01.41,01,"Разведение молочного крупного рогатого скота, производство сырого молока"
1291,"ООО ""ГК ТРИО""",4823037028,Липецкая область,69,69,Деятельность в области права и бухгалтерского учета,Высокая,"АССОЦИАЦИЯ ""РАДО""",7706460605,Г.МОСКВА,73.20,73,Исследование конъюнктуры рынка и изучение общественного мнения
1292,"ООО ""УМНЫЕ ЗЕРНА""",6154144532,Ростовская область,52.29,52,"Деятельность вспомогательная прочая, связанная с перевозками",Высокая,"АССОЦИАЦИЯ ""РАДО""",7706460605,Г.МОСКВА,73.20,73,Исследование конъюнктуры рынка и изучение общественного мнения
1293,"ООО ""БИЗНЕС-РЕСУРС""",5003055021,ЛЕНИНСКИЙ,68.2,68,Аренда и управление собственным или арендованным недвижимым имуществом,Высокая,"ООО ""МОТОР""",5053029789,МОСКОВСКАЯ ОБЛАСТЬ,68.20,68,Аренда и управление собственным или арендованным недвижимым имуществом
1294,"АО ""ВАСИЛЬЕВСКАЯ ПТИЦЕФАБРИКА""",5809022198,ПЕНЗЕНСКАЯ ОБЛАСТЬ,01.47,01,Разведение сельскохозяйственной птицы,Высокая,"ОАО ""ПЕНЗЕНСКИЙ КОМБИНАТ ХЛЕБОПРОДУКТОВ""",5834002580,ПЕНЗЕНСКАЯ ОБЛАСТЬ,10.91,10,"Производство готовых кормов для животных, содержащихся на фермах"
1295,"ООО СЗ ""СТРАНА М 4""",9703112579,Г.Москва,71.12.2,71,"Деятельность заказчика-застройщика, генерального подрядчика",Высокая,"ООО ""ЭЛИТ СТРОЙ""",7204090319,ТЮМЕНСКАЯ ОБЛАСТЬ,71.12.2,71,"Деятельность заказчика-застройщика, генерального подрядчика"
1296,"ООО ""РЕГИОН ФИНАНСОВЫЕ УСЛУГИ""",7706444025,Г.Москва,64.20,64,Деятельность холдинговых компаний,Высокая,"АО ""РЕГИОН ЭСМ""",7730149408,Г.Москва,64.99.1,64,Вложения в ценные бумаги
1297,"АО ПАНСИОНАТ ""ПРИМОРЬЕ""",2304000550,Краснодарский край,86.90.4,86,Деятельность санаторно-курортных организаций,Высокая,"ООО ""360 МЕНЕДЖМЕНТ""",7728440680,Г.МОСКВА,68.32,68,Управление недвижимым имуществом за вознаграждение или на договорной основе
1298,"АО ""ИНВЕСТПРОЕКТ""",5321057664,МОСКВА ГОРОД,68.20.2,68,Аренда и управление собственным или арендованным нежилым недвижимым имуществом,Высокая,"АО ""АКРОН ГРУПП""",5321093528,Новгородская область,64.99.1,64,Вложения в ценные бумаги
