Объект_1,ИНН_1,Адрес_1,ОКВЭД_1,ОКВЭД_ГЛАВ_1,Раздел_1,Деятельность_раздел_1,Деятельность_1,Связь,Объект_2,ИНН_2,Адрес_2,ОКВЭД_2,ОКВЭД_ГЛАВ_2,Раздел_2,Деятельность_раздел_2,Деятельность_2
ВГТРК,7714072839,Г.МОСКВА,60.20,60,J,Деятельность в области информации и связи,Деятельность в области телевизионного вещания,Высокая,"АО ""ПЕРВЫЙ КАНАЛ""",7717039300,Г.МОСКВА,60.20,60,J,Деятельность в области информации и связи,Деятельность в области телевизионного вещания
"АО ""НАУЧНЫЕ ПРИБОРЫ""",7826012838,Г.САНКТ-ПЕТЕРБУРГ,72.19,72,M,"Деятельность профессиональная, научная и техническая",Научные исследования и разработки в области естественных и технических наук прочие,Высокая,"ООО ""ВИЭЙ ФАРМА""",7814688702,Г.Санкт-Петербург,72.19,72,M,"Деятельность профессиональная, научная и техническая",Научные исследования и разработки в области естественных и технических наук прочие
"АО ""НАУЧНЫЕ ПРИБОРЫ""",7826012838,Г.САНКТ-ПЕТЕРБУРГ,72.19,72,M,"Деятельность профессиональная, научная и техническая",Научные исследования и разработки в области естественных и технических наук прочие,Высокая,"ООО ""ЦТЖД""",7838100750,Г.МОСКВА,62.01,62,J,Деятельность в области информации и связи,Разработка компьютерного программного обеспечения
"АО ""ОМСК-ПРИГОРОД""",5505034152,Омская область,49.31.1,49,H,Транспортировка и хранение,Перевозка пассажиров железнодорожным транспортом в пригородном сообщении,Высокая,МИНИМУЩЕСТВО ОМСКОЙ ОБЛАСТИ,5503079101,ОМСКАЯ ОБЛАСТЬ,84.11.8,84,O,Государственное управление и обеспечение военной безопасности; социальное обеспечение,"Управление имуществом, находящимся в государственной собственности"
"ООО ""КАПИТАЛ""",3525137836,Вологодская область,64.9,64,K,Деятельность финансовая и страховая,"Деятельность по предоставлению прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению",Высокая,"ООО ""УК ВЛП""",3525266729,ВОЛОГОДСКАЯ ОБЛАСТЬ,70.10.1,70,M,"Деятельность профессиональная, научная и техническая",Деятельность по управлению финансово-промышленными группами
"ООО ""РЖД-ТЕХНОЛОГИИ""",7708331203,Г.МОСКВА,62.02,62,J,Деятельность в области информации и связи,Деятельность консультативная и работы в области компьютерных технологий,Высокая,"ООО ""ЦТЖД""",7838100750,Г.МОСКВА,62.01,62,J,Деятельность в области информации и связи,Разработка компьютерного программного обеспечения
"ООО ""ЦЕНТР ИНДУСТРИАЛЬНЫХ БИОТЕХНОЛОГИЙ""",3111006885,БЕЛГОРОДСКАЯ ОБЛАСТЬ,72.19,72,M,"Деятельность профессиональная, научная и техническая",Научные исследования и разработки в области естественных и технических наук прочие,Высокая,ФИЦ БИОТЕХНОЛОГИИ РАН,7725030284,Г.МОСКВА,72.19,72,M,"Деятельность профессиональная, научная и техническая",Научные исследования и разработки в области естественных и технических наук прочие
"ООО ""ЦТТ""",1655202377,Республика Татарстан (Татарстан),72.19,72,M,"Деятельность профессиональная, научная и техническая",Научные исследования и разработки в области естественных и технических наук прочие,Высокая,"АО ""ТНХИ-Х""",1653010285,Республика Татарстан (Татарстан),64.20,64,K,Деятельность финансовая и страховая,Деятельность холдинговых компаний
"ГУП ТО ""ТРТЦ""",7224016000,ТЮМЕНСКАЯ ОБЛАСТЬ,60.10,60,J,Деятельность в области информации и связи,Деятельность в области радиовещания,Высокая,"ООО ""ПАЛЛАДА""",7224083870,Тюменская область,61.10.1,61,J,Деятельность в области информации и связи,Деятельность по предоставлению услуг телефонной связи
"ОАО ""ОМСКИЙ АЭРОПОРТ ""ФЁДОРОВКА""",5501235820,Омская область,41.2,41,F,Строительство,Строительство жилых и нежилых зданий,Высокая,МИНИМУЩЕСТВО ОМСКОЙ ОБЛАСТИ,5503079101,ОМСКАЯ ОБЛАСТЬ,84.11.8,84,O,Государственное управление и обеспечение военной безопасности; социальное обеспечение,"Управление имуществом, находящимся в государственной собственности"
"ООО ""ДЕЛЬТА-ТРАНС-ИНВЕСТ""",7707501389,Г.МОСКВА,68.20.2,68,L,Деятельность по операциям с недвижимым имуществом,Аренда и управление собственным или арендованным нежилым недвижимым имуществом,Высокая,"ООО ""АЭРОЭКСПРЕСС""",5047066172,Г.МОСКВА,49.31.1,49,H,Транспортировка и хранение,Перевозка пассажиров железнодорожным транспортом в пригородном сообщении
"АО ""МФ ТЕХНОЛОГИИ""",7707405050,Г.Москва,70.22,70,M,"Деятельность профессиональная, научная и техническая",Консультирование по вопросам коммерческой деятельности и управления,Высокая,"ООО ""ЦИФРОВЫЕ АКТИВЫ""",7736256452,МОСКВА ГОРОД,70.10.1,70,M,"Деятельность профессиональная, научная и техническая",Деятельность по управлению финансово-промышленными группами
МИНЗЕМИМУЩЕСТВО РЕСПУБЛИКИ ТАТАРСТАН,1655043430,ТАТАРСТАН РЕСПУБЛИКА,84.11.21,84,O,Государственное управление и обеспечение военной безопасности; социальное обеспечение,"Деятельность органов государственной власти субъектов Российской Федерации (республик, краев, областей), кроме судебной власти, представительств исполнительных органов государственной власти субъектов Российской Федерации при Президенте Российской Федерации",Высокая,"АО ""СОДРУЖЕСТВО""",1655182480,Республика Татарстан (Татарстан),49.31.1,49,H,Транспортировка и хранение,Перевозка пассажиров железнодорожным транспортом в пригородном сообщении
ФГАОУ ВО ПЕРВЫЙ МГМУ ИМ.И.М. СЕЧЕНОВА МИНЗДРАВА РОССИИ (СЕЧЕНОВСКИЙ УНИВЕРСИТЕТ),7704047505,Г.МОСКВА,85.22,85,P,Образование,Образование высшее,Высокая,МИНЗДРАВ РОССИИ,7707778246,МОСКВА ГОРОД,84.12,84,O,Государственное управление и обеспечение военной безопасности; социальное обеспечение,"Государственное регулирование деятельности в области здравоохранения, образования, социально-культурного развития и других социальных услуг, кроме социального обеспечения"
"ООО ""ИНТЕРНЕТ РЕШЕНИЯ""",7704217370,Г.МОСКВА,47.91.2,47,G,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,"Торговля розничная, осуществляемая непосредственно при помощи информационно-коммуникационной сети Интернет",Высокая,"АНО ""ЦИФРОВАЯ ЭКОНОМИКА""",7731384732,Г.МОСКВА,73.20.1,73,M,"Деятельность профессиональная, научная и техническая",Исследование конъюнктуры рынка
"ФЛ ""НИЖНОВЭНЕРГО"" ПАО ""РОССЕТИ ЦЕНТР И ПРИВОЛЖЬЕ""",5260200603,Нижегородская область,35.12,35,D,"Обеспечение электрической энергией, газом и паром; кондиционирование воздуха",Передача электроэнергии и технологическое присоединение к распределительным электросетям,Высокая,"АССОЦИАЦИЯ ""НП СОВЕТ РЫНКА""",7705429930,Г.МОСКВА,94.11,94,S,Предоставление прочих видов услуг,Деятельность коммерческих и предпринимательских членских организаций
"ООО ""ИПОТЕКА СТРОИТЕЛЬСТВО УПРАВЛЕНИЕ""",7203514501,ТЮМЕНСКАЯ ОБЛАСТЬ,68.10.23,68,L,Деятельность по операциям с недвижимым имуществом,Покупка и продажа земельных участков,Средняя,"ГБУЗ ТО ""ОБСМЭ""",7203058175,ТЮМЕНСКАЯ ОБЛАСТЬ,86.90.2,86,Q,Деятельность в области здравоохранения и социальных услуг,Деятельность организаций судебно-медицинской экспертизы
РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,O,Государственное управление и обеспечение военной безопасности; социальное обеспечение,"Управление имуществом, находящимся в государственной собственности",Высокая,"АО ""НИИСИСТЕМ""",5408223443,Новосибирская область,68.20.2,68,L,Деятельность по операциям с недвижимым имуществом,Аренда и управление собственным или арендованным нежилым недвижимым имуществом
РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,O,Государственное управление и обеспечение военной безопасности; социальное обеспечение,"Управление имуществом, находящимся в государственной собственности",Высокая,"АО ""ПОЧТА РОССИИ""",7724490000,Г.МОСКВА,53.10,53,H,Транспортировка и хранение,Деятельность почтовой связи общего пользования
"ЗАО ""ПРСД""",7710198911,Г.Москва,64.99.7,64,K,Деятельность финансовая и страховая,"Деятельность специализированного депозитария инвестиционных фондов, паевых инвестиционных фондов, негосударственных пенсионных фондов",Высокая,"ЗПИФ долгосрочных прямых инвестиций ""Фейрглайд - Прямые инвестиции""",7715648191,Г.Москва,64.99.1,64,K,Деятельность финансовая и страховая,Вложения в ценные бумаги
"ЗАО ""ПРСД""",7710198911,Г.Москва,64.99.7,64,K,Деятельность финансовая и страховая,"Деятельность специализированного депозитария инвестиционных фондов, паевых инвестиционных фондов, негосударственных пенсионных фондов",Высокая,"ОПИФ рыночных финансовых инструментов ""Мировые рынки""",7825680984,Г.Москва,66.12.2,66,K,Деятельность финансовая и страховая,Деятельность по управлению ценными бумагами
"ЗАО ""ПРСД""",7710198911,Г.Москва,64.99.7,64,K,Деятельность финансовая и страховая,"Деятельность специализированного депозитария инвестиционных фондов, паевых инвестиционных фондов, негосударственных пенсионных фондов",Высокая,"ЗПИФ недвижимости ""Проектный капитал""",2309084747,КРАСНОДАРСКИЙ КРАЙ,64.99,64,K,Деятельность финансовая и страховая,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
"ЗАО ""ПРСД""",7710198911,Г.Москва,64.99.7,64,K,Деятельность финансовая и страховая,"Деятельность специализированного депозитария инвестиционных фондов, паевых инвестиционных фондов, негосударственных пенсионных фондов",Высокая,"ОПИФ рыночных финансовых инструментов ""СТОИК - Нефть и Газ""",7825481139,Г.Москва,66.3,66,K,Деятельность финансовая и страховая,Деятельность по управлению фондами
"ЗАО ""ПРСД""",7710198911,Г.Москва,64.99.7,64,K,Деятельность финансовая и страховая,"Деятельность специализированного депозитария инвестиционных фондов, паевых инвестиционных фондов, негосударственных пенсионных фондов",Высокая,"ЗПИФ ""Стратегический""",7701140866,Г.Москва,66.30,66,K,Деятельность финансовая и страховая,Деятельность по управлению фондами
"ЗАО ""ПРСД""",7710198911,Г.Москва,64.99.7,64,K,Деятельность финансовая и страховая,"Деятельность специализированного депозитария инвестиционных фондов, паевых инвестиционных фондов, негосударственных пенсионных фондов",Высокая,"ЗПИФ недвижимости ""Южный капитал""",2309084747,КРАСНОДАРСКИЙ КРАЙ,64.99,64,K,Деятельность финансовая и страховая,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
"ЗАО ""ПРСД""",7710198911,Г.Москва,64.99.7,64,K,Деятельность финансовая и страховая,"Деятельность специализированного депозитария инвестиционных фондов, паевых инвестиционных фондов, негосударственных пенсионных фондов",Высокая,"ИПИФ акций ""ОПЛОТ - Металлургия""",7825481139,Г.Москва,66.3,66,K,Деятельность финансовая и страховая,Деятельность по управлению фондами
"ЗАО ""ПРСД""",7710198911,Г.Москва,64.99.7,64,K,Деятельность финансовая и страховая,"Деятельность специализированного депозитария инвестиционных фондов, паевых инвестиционных фондов, негосударственных пенсионных фондов",Высокая,"ЗПИФ комбинированный ""РВМ Новосаратовка-Девелопмент""",7722563196,Г.Москва,66.30.1,66,K,Деятельность финансовая и страховая,Управление инвестиционными фондами
"ЗАО ""ПРСД""",7710198911,Г.Москва,64.99.7,64,K,Деятельность финансовая и страховая,"Деятельность специализированного депозитария инвестиционных фондов, паевых инвестиционных фондов, негосударственных пенсионных фондов",Высокая,"ЗПИФ комбинированный ""Жилая недвижимость""",7704366195,Г.Москва,66.3,66,K,Деятельность финансовая и страховая,Деятельность по управлению фондами
"ЗАО ""ПРСД""",7710198911,Г.Москва,64.99.7,64,K,Деятельность финансовая и страховая,"Деятельность специализированного депозитария инвестиционных фондов, паевых инвестиционных фондов, негосударственных пенсионных фондов",Высокая,"ОПИФ рыночных финансовых инструментов ""Сберегательный""",7825680984,Г.Москва,66.12.2,66,K,Деятельность финансовая и страховая,Деятельность по управлению ценными бумагами
"ЗАО ""ПРСД""",7710198911,Г.Москва,64.99.7,64,K,Деятельность финансовая и страховая,"Деятельность специализированного депозитария инвестиционных фондов, паевых инвестиционных фондов, негосударственных пенсионных фондов",Высокая,"ОПИФ рыночных финансовых инструментов ""Титан""",7825481139,Г.Москва,66.3,66,K,Деятельность финансовая и страховая,Деятельность по управлению фондами
"ЗАО ""ПРСД""",7710198911,Г.Москва,64.99.7,64,K,Деятельность финансовая и страховая,"Деятельность специализированного депозитария инвестиционных фондов, паевых инвестиционных фондов, негосударственных пенсионных фондов",Высокая,"ЗПИФ недвижимости ""Солнечный город""",7715648191,Г.Москва,64.99.1,64,K,Деятельность финансовая и страховая,Вложения в ценные бумаги
"ЗАО ""ПРСД""",7710198911,Г.Москва,64.99.7,64,K,Деятельность финансовая и страховая,"Деятельность специализированного депозитария инвестиционных фондов, паевых инвестиционных фондов, негосударственных пенсионных фондов",Высокая,"ЗПИФ недвижимости ""Флагман""",2309084747,КРАСНОДАРСКИЙ КРАЙ,64.99,64,K,Деятельность финансовая и страховая,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
"ЗАО ""ПРСД""",7710198911,Г.Москва,64.99.7,64,K,Деятельность финансовая и страховая,"Деятельность специализированного депозитария инвестиционных фондов, паевых инвестиционных фондов, негосударственных пенсионных фондов",Высокая,"ЗПИФ недвижимости ""Анапский капитал""",2309084747,КРАСНОДАРСКИЙ КРАЙ,64.99,64,K,Деятельность финансовая и страховая,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
"ЗАО ""ПРСД""",7710198911,Г.Москва,64.99.7,64,K,Деятельность финансовая и страховая,"Деятельность специализированного депозитария инвестиционных фондов, паевых инвестиционных фондов, негосударственных пенсионных фондов",Высокая,"ЗПИФ рентный ""Аграрный""",5029144685,Республика Башкортостан,66.30,66,K,Деятельность финансовая и страховая,Деятельность по управлению фондами
"ЗАО ""ПРСД""",7710198911,Г.Москва,64.99.7,64,K,Деятельность финансовая и страховая,"Деятельность специализированного депозитария инвестиционных фондов, паевых инвестиционных фондов, негосударственных пенсионных фондов",Высокая,"ЗПИФ недвижимости ""Первобанк - Недвижимость""",7718218817,Г.Москва,66.30,66,K,Деятельность финансовая и страховая,Деятельность по управлению фондами
"ЗАО ""ПРСД""",7710198911,Г.Москва,64.99.7,64,K,Деятельность финансовая и страховая,"Деятельность специализированного депозитария инвестиционных фондов, паевых инвестиционных фондов, негосударственных пенсионных фондов",Высокая,"ЗПИФ недвижимости ""Траст Девелопмент Второй""",9715010155,Г.Москва,66.30,66,K,Деятельность финансовая и страховая,Деятельность по управлению фондами
"ЗАО ""ПРСД""",7710198911,Г.Москва,64.99.7,64,K,Деятельность финансовая и страховая,"Деятельность специализированного депозитария инвестиционных фондов, паевых инвестиционных фондов, негосударственных пенсионных фондов",Высокая,"ОПИФ рыночных финансовых инструментов ""Сбалансированный"".",7825680984,Г.Москва,66.12.2,66,K,Деятельность финансовая и страховая,Деятельность по управлению ценными бумагами
"ЗАО ""ПРСД""",7710198911,Г.Москва,64.99.7,64,K,Деятельность финансовая и страховая,"Деятельность специализированного депозитария инвестиционных фондов, паевых инвестиционных фондов, негосударственных пенсионных фондов",Высокая,"ОПИФ рыночных финансовых инструментов ""Финансист""",7825481139,Г.Москва,66.3,66,K,Деятельность финансовая и страховая,Деятельность по управлению фондами
"ЗАО ""ПРСД""",7710198911,Г.Москва,64.99.7,64,K,Деятельность финансовая и страховая,"Деятельность специализированного депозитария инвестиционных фондов, паевых инвестиционных фондов, негосударственных пенсионных фондов",Высокая,"ОПИФ рыночных финансовых инструментов ""СТОИК""",7825481139,Г.Москва,66.3,66,K,Деятельность финансовая и страховая,Деятельность по управлению фондами
"ЗАО ""ПРСД""",7710198911,Г.Москва,64.99.7,64,K,Деятельность финансовая и страховая,"Деятельность специализированного депозитария инвестиционных фондов, паевых инвестиционных фондов, негосударственных пенсионных фондов",Высокая,"ЗПИФ НЕДВИЖИМОСТИ ""ПОКРОВСКИЙ""",2309084747,КРАСНОДАРСКИЙ КРАЙ,64.99,64,K,Деятельность финансовая и страховая,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
"ЗАО ""ПРСД""",7710198911,Г.Москва,64.99.7,64,K,Деятельность финансовая и страховая,"Деятельность специализированного депозитария инвестиционных фондов, паевых инвестиционных фондов, негосударственных пенсионных фондов",Высокая,"ЗПИФ КОМБИНИРОВАННЫЙ ""ЕВРОПЕЙСКИЕ ПРЕДМЕСТЬЯ""",7806138649,Г.Санкт-Петербург,66.30.1,66,K,Деятельность финансовая и страховая,Управление инвестиционными фондами
"ЗАО ""ПРСД""",7710198911,Г.Москва,64.99.7,64,K,Деятельность финансовая и страховая,"Деятельность специализированного депозитария инвестиционных фондов, паевых инвестиционных фондов, негосударственных пенсионных фондов",Высокая,"ЗПИ комбинированный фонд ""Центральный""",7701140866,Г.Москва,66.30,66,K,Деятельность финансовая и страховая,Деятельность по управлению фондами
"ЗАО ""ПРСД""",7710198911,Г.Москва,64.99.7,64,K,Деятельность финансовая и страховая,"Деятельность специализированного депозитария инвестиционных фондов, паевых инвестиционных фондов, негосударственных пенсионных фондов",Высокая,"ЗПИФ рентный ""Коммерческая недвижимость""",6316130695,Самарская область,66.12.2,66,K,Деятельность финансовая и страховая,Деятельность по управлению ценными бумагами
"ЗАО ""ПРСД""",7710198911,Г.Москва,64.99.7,64,K,Деятельность финансовая и страховая,"Деятельность специализированного депозитария инвестиционных фондов, паевых инвестиционных фондов, негосударственных пенсионных фондов",Высокая,"ЗПИФ недвижимости ""БизнесЭстейт""",7703523568,Г.Москва,66.3,66,K,Деятельность финансовая и страховая,Деятельность по управлению фондами
"ЗАО ""ПРСД""",7710198911,Г.Москва,64.99.7,64,K,Деятельность финансовая и страховая,"Деятельность специализированного депозитария инвестиционных фондов, паевых инвестиционных фондов, негосударственных пенсионных фондов",Высокая,"ЗПИФ кредитный ""Кубанский капитал""",2309084747,КРАСНОДАРСКИЙ КРАЙ,64.99,64,K,Деятельность финансовая и страховая,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
"ЗАО ""ПРСД""",7710198911,Г.Москва,64.99.7,64,K,Деятельность финансовая и страховая,"Деятельность специализированного депозитария инвестиционных фондов, паевых инвестиционных фондов, негосударственных пенсионных фондов",Высокая,"Рентный ЗПИФ ""Земельные ресурсы""",7718218817,Г.Москва,66.30,66,K,Деятельность финансовая и страховая,Деятельность по управлению фондами
"ЗАО ""ПРСД""",7710198911,Г.Москва,64.99.7,64,K,Деятельность финансовая и страховая,"Деятельность специализированного депозитария инвестиционных фондов, паевых инвестиционных фондов, негосударственных пенсионных фондов",Высокая,"ЗПИФ недвижимости ""Квадратный метр""",5029144685,Республика Башкортостан,66.30,66,K,Деятельность финансовая и страховая,Деятельность по управлению фондами
"ЗАО ""ПРСД""",7710198911,Г.Москва,64.99.7,64,K,Деятельность финансовая и страховая,"Деятельность специализированного депозитария инвестиционных фондов, паевых инвестиционных фондов, негосударственных пенсионных фондов",Высокая,"ОПИФ акций ""ОПЛОТ - Альтернативная энергетика""",7825481139,Г.Москва,66.3,66,K,Деятельность финансовая и страховая,Деятельность по управлению фондами
"ЗАО ""ПРСД""",7710198911,Г.Москва,64.99.7,64,K,Деятельность финансовая и страховая,"Деятельность специализированного депозитария инвестиционных фондов, паевых инвестиционных фондов, негосударственных пенсионных фондов",Высокая,"ЗПИФ недвижимости ""Екатерининский""",2309084747,КРАСНОДАРСКИЙ КРАЙ,64.99,64,K,Деятельность финансовая и страховая,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
"ЗАО ""ПРСД""",7710198911,Г.Москва,64.99.7,64,K,Деятельность финансовая и страховая,"Деятельность специализированного депозитария инвестиционных фондов, паевых инвестиционных фондов, негосударственных пенсионных фондов",Высокая,"ЗПИФ недвижимости ""Кольчуга""",7715648191,Г.Москва,64.99.1,64,K,Деятельность финансовая и страховая,Вложения в ценные бумаги
"ЗАО ""ПРСД""",7710198911,Г.Москва,64.99.7,64,K,Деятельность финансовая и страховая,"Деятельность специализированного депозитария инвестиционных фондов, паевых инвестиционных фондов, негосударственных пенсионных фондов",Высокая,"Рентный ЗПИФ ""Региональная недвижимость""",7718218817,Г.Москва,66.30,66,K,Деятельность финансовая и страховая,Деятельность по управлению фондами
"ЗАО ""ПРСД""",7710198911,Г.Москва,64.99.7,64,K,Деятельность финансовая и страховая,"Деятельность специализированного депозитария инвестиционных фондов, паевых инвестиционных фондов, негосударственных пенсионных фондов",Высокая,"ЗПИФ недвижимости ""Новосаратовка-Девелопмент""",7806138649,Г.Санкт-Петербург,66.30.1,66,K,Деятельность финансовая и страховая,Управление инвестиционными фондами
"ЗАО ""ПРСД""",7710198911,Г.Москва,64.99.7,64,K,Деятельность финансовая и страховая,"Деятельность специализированного депозитария инвестиционных фондов, паевых инвестиционных фондов, негосударственных пенсионных фондов",Высокая,"ЗПИФ комбинированный ""Омега""",7709853192,Г.МОСКВА,66.12.2,66,K,Деятельность финансовая и страховая,Деятельность по управлению ценными бумагами
"ЗАО ""ПРСД""",7710198911,Г.Москва,64.99.7,64,K,Деятельность финансовая и страховая,"Деятельность специализированного депозитария инвестиционных фондов, паевых инвестиционных фондов, негосударственных пенсионных фондов",Высокая,"ПИФ ""Универсальные активы""",7715648191,Г.Москва,64.99.1,64,K,Деятельность финансовая и страховая,Вложения в ценные бумаги
"ЗАО ""ПРСД""",7710198911,Г.Москва,64.99.7,64,K,Деятельность финансовая и страховая,"Деятельность специализированного депозитария инвестиционных фондов, паевых инвестиционных фондов, негосударственных пенсионных фондов",Высокая,"ООО УК ""ПЕРВОИНВЕСТ-УПРАВЛЕНИЕ АКТИВАМИ""",6316130695,Самарская область,66.12.2,66,K,Деятельность финансовая и страховая,Деятельность по управлению ценными бумагами
"ЗАО ""ПРСД""",7710198911,Г.Москва,64.99.7,64,K,Деятельность финансовая и страховая,"Деятельность специализированного депозитария инвестиционных фондов, паевых инвестиционных фондов, негосударственных пенсионных фондов",Высокая,"ИПИФ рыночных финансовых инструментов ""ОПЛОТ""",7825481139,Г.Москва,66.3,66,K,Деятельность финансовая и страховая,Деятельность по управлению фондами
"ЗАО ""ПРСД""",7710198911,Г.Москва,64.99.7,64,K,Деятельность финансовая и страховая,"Деятельность специализированного депозитария инвестиционных фондов, паевых инвестиционных фондов, негосударственных пенсионных фондов",Высокая,"ОПИФ рыночных финансовых инструментов ""СТОИК - Биржевые активы""",7825481139,Г.Москва,66.3,66,K,Деятельность финансовая и страховая,Деятельность по управлению фондами
"ЗАО ""ПРСД""",7710198911,Г.Москва,64.99.7,64,K,Деятельность финансовая и страховая,"Деятельность специализированного депозитария инвестиционных фондов, паевых инвестиционных фондов, негосударственных пенсионных фондов",Высокая,"ЗПИФ недвижимости ""ЭЛИТА""",7722268930,МОСКВА ГОРОД,64.99.1,64,K,Деятельность финансовая и страховая,Вложения в ценные бумаги
"ЗАО ""ПРСД""",7710198911,Г.Москва,64.99.7,64,K,Деятельность финансовая и страховая,"Деятельность специализированного депозитария инвестиционных фондов, паевых инвестиционных фондов, негосударственных пенсионных фондов",Высокая,"ЗПИФ рентный ""Земельный""",7705934845,Г.МОСКВА,64.99.1,64,K,Деятельность финансовая и страховая,Вложения в ценные бумаги
"ЗАО ""ПРСД""",7710198911,Г.Москва,64.99.7,64,K,Деятельность финансовая и страховая,"Деятельность специализированного депозитария инвестиционных фондов, паевых инвестиционных фондов, негосударственных пенсионных фондов",Высокая,"ЗПИФ комбинированный ""РИКо-Фонд""",7709853192,Г.МОСКВА,66.12.2,66,K,Деятельность финансовая и страховая,Деятельность по управлению ценными бумагами
"ЗАО ""ПРСД""",7710198911,Г.Москва,64.99.7,64,K,Деятельность финансовая и страховая,"Деятельность специализированного депозитария инвестиционных фондов, паевых инвестиционных фондов, негосударственных пенсионных фондов",Высокая,"ЗПИФ комбинированный ""Коммерческая недвижимость""",7704366195,Г.Москва,66.3,66,K,Деятельность финансовая и страховая,Деятельность по управлению фондами
"ЗАО ""ПРСД""",7710198911,Г.Москва,64.99.7,64,K,Деятельность финансовая и страховая,"Деятельность специализированного депозитария инвестиционных фондов, паевых инвестиционных фондов, негосударственных пенсионных фондов",Высокая,"ЗПИФ комбинированный ""АФМ. Орифа""",5612065074,Оренбургская область,66.30,66,K,Деятельность финансовая и страховая,Деятельность по управлению фондами
"АО ""СПЕЦИАЛИЗИРОВАННЫЙ ДЕПОЗИТАРИЙ ""ИНФИНИТУМ""",7705380065,Г.Москва,64.99.7,64,K,Деятельность финансовая и страховая,"Деятельность специализированного депозитария инвестиционных фондов, паевых инвестиционных фондов, негосударственных пенсионных фондов",Высокая,"ЗПИФ прямых инвестиций ""Руснедра""",7722793640,МОСКВА ГОРОД,66.30,66,K,Деятельность финансовая и страховая,Деятельность по управлению фондами
"АО ""СПЕЦИАЛИЗИРОВАННЫЙ ДЕПОЗИТАРИЙ ""ИНФИНИТУМ""",7705380065,Г.Москва,64.99.7,64,K,Деятельность финансовая и страховая,"Деятельность специализированного депозитария инвестиционных фондов, паевых инвестиционных фондов, негосударственных пенсионных фондов",Высокая,"ОПИФ рыночных финансовых инструментов ""СТОИК - Мировые технологии"".",7825481139,Г.Москва,66.3,66,K,Деятельность финансовая и страховая,Деятельность по управлению фондами
"АО ""СПЕЦИАЛИЗИРОВАННЫЙ ДЕПОЗИТАРИЙ ""ИНФИНИТУМ""",7705380065,Г.Москва,64.99.7,64,K,Деятельность финансовая и страховая,"Деятельность специализированного депозитария инвестиционных фондов, паевых инвестиционных фондов, негосударственных пенсионных фондов",Высокая,"ЗПИФ долгосрочных прямых инвестиций """"Форсайт плюс""",7707525541,Г.Москва,64.99.1,64,K,Деятельность финансовая и страховая,Вложения в ценные бумаги
"АО ""СПЕЦИАЛИЗИРОВАННЫЙ ДЕПОЗИТАРИЙ ""ИНФИНИТУМ""",7705380065,Г.Москва,64.99.7,64,K,Деятельность финансовая и страховая,"Деятельность специализированного депозитария инвестиционных фондов, паевых инвестиционных фондов, негосударственных пенсионных фондов",Высокая,"ЗПИФ акций ""Альтернативные инвестиции""",7705903220,Г.МОСКВА,64.99.1,64,K,Деятельность финансовая и страховая,Вложения в ценные бумаги
