,Название,ИНН,Адрес,ОКВЭД,Деятельность
1140,"ЗПИФ недвижимости ""Прайм Недвижимость""",7718218817,,,
1141,"ЗПИФ комбинированный ""АБ Фонд""",7718218817,,,
1142,"ЗПИФ комбинированный ""Юнити Плюс""",7707525541,,,
1143,"ЗПИФ комбинированный ""Ресурс""",7722793640,,,
1144,"ЗПИФ недвижимости ""Азимут""",7718218817,,,
1145,"ЗПИФ долгосрочных прямых инвестиций ""Форвард""",7718218817,,,
1146,"ЗПИФ комбинированный ""Кредитные ресурсы""",9715010155,,,
1147,"ЗПИФ комбинированный ""Капитал Плюс""",7707525541,,,
1148,"ЗПИФ комбинированный ""СМП""",7706651991,,,
1149,"ООО ""СОРТОПРОКАТ-ЦЕНТР""",9725126416,,,
1150,"ЗПИФ комбинированный ""Союз""",7706651991,,,
1151,"ЗПИФ комбинированный ""АРГУЗ""",7706651991,,,
1152,"ЗПИФ комбинированный ""ФЕМИДА""",7706651991,,,
1153,"ЗПИФ недвижимости ""СКМ Недвижимость""",7729566990,,,
1154,АО ВТБ ДЕВЕЛОПМЕНТ,7838327945,,,
1155,"ООО ""МОРСКОЙ ПОРТ ГЕЛЕНДЖИК""",2304070885,,,
1156,"ООО ""ГАЗПРОМНЕФТЬ-ВОСТОК""",7017126251,,,
1157,"ООО ""НЕФТЕСЕРВИСНЫЕ РЕШЕНИЯ""",7728632093,,,
1158,"ЗПИФ рентный ""Доблестный витязь""",7715648191,,,
1159,"ЗПИФ недвижимости ""Кубанский""",7715648191,,,
1160,"ЗПИФ недвижимости ""Кутузовский""",7701140866,,,
1161,"ЗПИФ НЕДВИЖИМОСТИ ""АТЛАНТ""",7706660033,,,
1162,"ООО ""РОСАТОМ ЛОГИСТИКА""",9706000986,,,
1163,"ООО ""МЕТАЛЛСЕРВИС-КРАСНОДАР""",2309107401,,,
1164,"ООО ""МЕТАЛЛСЕРВИС - БРЯНСК""",3255049216,,,
1165,"ООО ""ОНТАРО""",7709427606,,,
1166,"ООО ""МЕТАЛЛСЕРВИС-БЕЛГОРОД""",3123166185,,,
1167,"ООО ""СПК УСАДЫ""",5009135192,,,
1168,"ООО ""АГРОАСПЕКТ""",7715277300,,,
1169,"ООО ""КДВ ГРУПП""",7017094419,,,
1170,"ПАО ""ЮЖНЫЙ КУЗБАСС""",4214000608,,,
1171,"АО ""ОУК ""ЮЖКУЗБАССУГОЛЬ""",4216008176,,,
1172,"АО ""РУСВЭЛЛГРУП""",7724462362,,,
1173,"ООО ""ИННОВАЦИОННОЕ РАЗВИТИЕ""",7714857315,,,
1174,"ООО ""ТКК""",6952036026,,,
1175,"АО ""ГЛАВНАЯ ДОРОГА""",7726581132,,,
1176,"ООО ""ПРОМЕТЕЙ""",5074053542,,,
1177,"ООО ""СФО ""ФИНАНСОВЫЕ СТРАТЕГИИ""",9710086778,,,
1178,"АО ""НК НПЗ""",6330000553,,,
1179,"ООО ""ЖЕЛДОРФИНАНС""",7729612364,,,
1180,"АО ""МГАО ПРОМЖЕЛДОРТРАНС""",7723015315,,,
1181,"АО ""ТПТУ""",4214001270,,,
1182,ОООРУП,7708240838,,,
1183,"ОАО ""НИИМЕСТПРОМ""",5259006351,,,
1184,"ООО ""ПРОЕКТНЫЙ ОФИС""",7720484654,,,
1185,"ООО ""ВКУСВИЛЛ КАФЕ""",7734487905,,,
1186,"ООО ""РУСЭНЕРГОСБЫТ СИБИРЬ""",2465115953,,,
1187,"ООО ""КАРБОН""",7704493235,,,
1188,"ООО ""АГК-1""",9705068572,,,
1189,"ООО ""КОУЛМЭН ГРУП""",7725438098,,,
1190,ФГБОУ ВО СИБГМУ МИНЗДРАВА РОССИИ,7018013613,,,
1191,"ООО ""ЦКМ""",7017260497,,,
1192,"ООО ""РКС-ХОЛДИНГ""",7704836475,,,
1193,"АО ""РИРЦ""",5030081133,,,
1194,"Макрорегиональный филиал ""Центр"" ОАО междугородной и международной электрической связи ""Ростелеком""",7707049388,,,
1195,"ООО СП ""БАРЗАССКОЕ ТОВАРИЩЕСТВО""",4203000074,,,
1196,"АО""НИИ""ГИРИКОНД""",7802144144,,,
1197,"ООО ""ХИП ХОП КАФЕ""",7703785556,,,
1198,"ООО ""ФОНКОР""",7726752148,,,
1199,"ООО ""МЕЧЕЛ-ЭНЕРГО""",7722245108,,,
1200,"ООО ""ТДМ ТЕХ""",5032339596,,,
1201,"АО ""61 БТРЗ""",7819310752,,,
1202,"ООО ""СЗЦТТ""",4705059882,,,
1203,"ООО ""ФБ""",9703013899,,,
1204,"ООО ""БЕРВИНГ""",7814596473,,,
1205,"ООО ""АФМ""",5612065074,,,
1206,"ЗПИФ долгосрочных прямых инвестиций ""Технологические Инвестиции""",7714842767,,,
1207,"АО ""СОЗИДАНИЕ""",7705903220,,,
1208,"ООО УК ""ФИН-ПАРТНЕР""",7721802356,,,
1209,"ООО ""УК ДАЛЬНЕВОСТОЧНЫЙ ФОНД ВЫСОКИХ ТЕХНОЛОГИЙ""",7728437776,,,
1210,"ООО ""ПРОЕКТ ИЗБЁНКА""",7734641716,,,
1211,"ТОСП ""АЗС №50240"" ООО ""ЛУКОЙЛ-Центрнефтепродукт""",7701285928,,,
1212,"ООО ""КАПИТАЛ ЭССЕТ МЕНЕДЖМЕНТ""",7705934845,,,
1213,"ФИЛИАЛ ПАО ""РОССЕТИ ВОЛГА"" - ""ЧУВАШЭНЕРГО""",6450925977,,,
1214,"АО ""ЦОФ ""БЕРЁЗОВСКАЯ""",4203001617,,,
1215,"ООО ""ВКК""",7703457989,,,
1216,"ООО ""МАГИСТРАЛЬ ДВУХ СТОЛИЦ""",7703793405,,,
1217,"ООО ""ХОЛДИНГ МСС""",7841086979,,,
1218,"ООО ""ХОЛДИНГ ВВСС""",7810992444,,,
1219,"ООО ""МЕТРО КЭШ ЭНД КЕРРИ""",7704218694,,,
1220,"ООО ""ППИТ-13""",7703404708,,,
1221,"АО ""ТИЛТЕХ""",9729027864,,,
1222,"АО ""ТВЭЛ-СТРОЙ""",7726523814,,,
1223,"БУ ОО ""МР БТИ""",5753069882,,,
1224,"ООО ""ИТМО ВЕНЧУР ПАРТНЕРС""",7801203750,,,
1225,"ООО ""ДМ ХОЛДИНГ""",7725467660,,,
1226,"ООО ""ОРЕНБИВ""",5643020813,,,
1227,"АССОЦИАЦИЯ ""ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ""",7709472937,,,
1228,"ГАУ СО МО ""КЦСОР""",5017091830,,,
1229,"АО ""РОССЕЛЬХОЗБАНК""",7725114488,,,
1230,"ОАО ""НИИАТ""",7733563381,,,
1231,"ФГУП ""ГВСУ №14""",5047054473,,,
1232,"АО ""КОРПОРАЦИЯ ТУРИЗМ.РФ""",9703023632,,,
1233,"КБ ""ЕВРОТРАСТ"" (ЗАО)",7744000334,,,
1234,"ОПИФ облигаций ""Агора - фонд сбережений""",7706111837,,,
1235,"ЗПИФ недвижимости ""ТехнополисДжиЭс""",3906328893,,,
1236,"ПИФ долгосрочных прямых инвестиций ""Алгоритм""",7706111837,,,
1237,"ОПИФ РЫНОЧНЫХ ФИНАНСОВЫХ ИНСТРУМЕНТОВ ""СФЕРА""",7706111837,,,
1238,"ЗПИФ смешанных инвестиций ""Перспективный""",7706111837,,,
1239,"ОПИФ смешанных инвестиций ""Агора - открытый рынок""",7706111837,,,
1240,"ЗПИФ недвижимости ""РВМ Монолит""",7722563196,,,
1241,"ЗПИФ комбинированный ""Развитие""",7704814182,,,
1242,"ЗПИФ комбинированный ""Согласие""",7704814182,,,
1243,"ЗАО ""АБТВ""",7707057389,,,
1244,"ООО ""ОКТЯБРЬСКАЯ""",9717112321,,,
1245,"ООО ""НЗТ""",2315996886,,,
1246,"ООО ""ДЕМЕТРА ТРЕЙДИНГ""",2310175205,,,
1247,"АО ""МАВ""",3443009921,,,
1248,"ООО ""АФ ""БЛАГОДАТЕНСКАЯ""",4620009025,,,
1249,"ООО ""ТК ""МИРАТОРГ""",5009072150,,,
1250,"ООО ""САМОЛЕТ-ПРЕДПРОЕКТ-1""",5027302329,,,
1251,"ООО ""ТК ""АКВАЛАЙФ""",7719875558,,,
1252,"АО ""АКВАЛАЙФ РЕСУРС""",7751010710,,,
1253,"ООО ""ЗАСТРОЙ"" СПЕЦЗАСТРОЙЩИК""",7813654242,,,
1254,"Фл ООО ""Сделай Своими Руками Северо-Запад""",7802354624,,,
1255,"ФГУП ""ГНПП ""КРОНА""",3327101250,,,
1256,"ФГУП ""ИНЖТЕХЦЕНТР МИНОБОРОНЫ РОССИИ""",7810252947,,,
1257,ПАО СНГЕО,6315230513,,,
1258,"ООО ""МЕРЛИОН""",7719269331,,,
1259,"АО ""НИПС""",5408106323,,,
1260,"АО ""АГРОКОМПЛЕКС ПАВЛОВСКИЙ""",2360014203,,,
1261,МОЛОЧНЫЙ СОЮЗ РОССИИ,7705386973,,,
1262,"ООО ""ЭЛЕМЕНТ-ТРЕЙД""",6674121179,,,
1263,"ООО ""БАРЕТТ-ГРУПП""",6685205303,,,
1264,"АО ""РЕЗЕРВХЛЕБ""",7814339814,,,
1265,"ООО ""ОБЪЕДИНЕННЫЕ КОНДИТЕРЫ""",7705475711,,,
1266,"ООО ""НАВИС ИНЖИНИРИНГ""",9705164501,,,
1267,"ООО ""АГРОКОМПЛЕКС РОСТОВСКИЙ""",6123016298,,,
1268,"ПАО ""ГРУППА ЛСР""",7838360491,,,
1269,"ООО ""ЛАХТИНСКАЯ МАГИСТРАЛЬ""",7813665484,,,
1270,"ЗАО ""ПЕРСПЕКТИВА""",7722276410,,,
1271,"ООО ""ИТС""",7806490890,,,
1272,"ООО ""РУЗСКОЕ СЕЛЬСКОХОЗЯЙСТВЕННОЕ ПРЕДПРИЯТИЕ""",7730704549,,,
1273,"ООО ""РСХБ-ФИНАНС""",7704794218,,,
1274,"АО ""АЭРОПОРТ МУРМАНСК""",5105040715,,,
1275,"ООО ""НК ""ЮГРАНЕФТЕПРОМ""",7710498263,,,
1276,"ООО ""ЛЕБЕДЯНСКИЙ""",4811023542,,,
1277,"ТОСП В КОШКИНСКОМ Р-НЕ ТПП ""РИТЭК-САМАРА-НАФТА"" ООО ""РИТЭК""",6317130144,,,
1278,"ПАО ""ДОРОГОБУЖ""",6704000505,,,
1279,"ООО ""ПАНСИОНАТ""",5001087042,,,
1280,"АО ""ЛЕНИНГРАДСКОЕ""",2341015096,,,
1281,"ООО ""ЦТП МОЭК""",7720302417,,,
1282,"АО ""ЛЕБЕДИНСКИЙ ГОК""",3127000014,,,
1283,"ООО ""ГОРНОЗАВОДСКЦЕМЕНТ""",5918218070,,,
1284,АССОЦИАЦИЯ БЕТОННЫХ ДОРОГ,7714427841,,,
1285,"ООО ""МАРС""",5045016560,,,
1286,РКДС,7727517570,,,
1287,"ООО ""ТМ""",4806016677,,,
1288,"ООО ""МОТОР""",5053029789,,,
1289,"ОАО ""ПЕНЗЕНСКИЙ КОМБИНАТ ХЛЕБОПРОДУКТОВ""",5834002580,,,
1290,"ООО ""ЭЛИТ СТРОЙ""",7204090319,,,
1291,"ООО ""360 МЕНЕДЖМЕНТ""",7728440680,,,
1292,"АО ""АКРОН ГРУПП""",5321093528,,,
1293,"ФЛ В Г САНКТ-ПЕТЕРБУРГ ООО ""ТД ""ЛАКТИКА""",5321122553,,,
1294,"АО ""ПЕРВЫЙ АВТОКОМБИНАТ"" ИМЕНИ Г.Л. КРАУЗЕ",7734032873,,,
1295,"ООО ""МЕГАПОЛИС""",7710940530,,,
1296,"ООО ""ПАРК ""ТРИ ВУЛКАНА""",7734426236,,,
1297,"ООО ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""СИНАРА-ДЕВЕЛОПМЕНТ""",6685040700,,,
1298,"ООО ""УПК НСРЗ""",2315221913,,,
1299,"ООО ""ТЕКТА НЕДВИЖИМОСТЬ""",5032256974,,,
1300,"АО ""356 АРЗ""",6449042335,,,
1301,"ПАО ""ДЕТСКИЙ МИР""",7729355029,,,
1302,"ООО ""РЕЙЗ ДЕВЕЛОПМЕНТ""",9704124834,,,
1303,"ПАО ""ММЗ ""РАССВЕТ""",7703010005,,,
1304,"АО ""ТРЕНД""",7708729065,,,
1305,"ООО ""ГЕОЭКОТЕХСТРОЙ""",5040077295,,,
1306,ФАУ МО РФ ЦСКА,7714317863,,,
1307,"АО ""УСТЬ-ЛУГА ОЙЛ""",4707013516,,,
1308,"ООО ""КНГК-ИНПЗ""",2308128110,,,
1309,"ООО ""ТД ""РИФ""",6165161667,,,
1310,"ПАО ""СОВКОМФЛОТ""",7702060116,,,
1311,"ОАО ""РОСТОППРОМ""",7701026000,,,
1312,"ОАО ""АСТРАПРЕСС""",3017065442,,,
1313,"ЗПИФ хедж ""Газпромбанк - Долгострочные инвестиции""",7722515837,,,
1314,"ЗПИФ кредитный ""Союзпромкредит""",7705394773,,,
1315,"ОПИФ рыночных финансовых инструментов ""Открытие - Валютные акции""",7705394773,,,
1316,"ЗПИФ комбинированный ""Газпромбанк-Инфраструктурные инвестиции""",7722515837,,,
1317,"ОПИФ рыночных финансовых инструментов ""Открытие - Валютные облигации""",7705394773,,,
1318,"ЗПИФ комбинированный ""Газпром - Универсальный""",7722515837,,,
1319,"ЗПИФ недвижимости ""Территория Югра""",7708227080,,,
1320,"ОПИФ рыночных финансовых инструментов ""Открытие-Золото""",7705394773,,,
1321,"ОПИФ РЫНОЧНЫХ ФИНАНСОВЫХ ИНСТРУМЕНТОВ ""ОТКРЫТИЕ - ВАЛЮТНЫЙ СБАЛАНСИРОВАННЫЙ""",7705394773,,,
1322,"БПИФ рыночных финансовых инструментов ""Открытие - Всепогодный""",7705394773,,,
1323,"ОПИФ рыночных финансовых инструментов ""РЕГИОН Еврооблигации""",7730149408,,,
1324,"ОПИФ РЫНОЧНЫХ ФИНАНСОВЫХ ИНСТРУМЕНТОВ ""РЕГИОН ФОНД АКЦИЙ""",7730149408,,,
1325,"ОПИФ РЫНОЧНЫХ ФИНАНСОВЫХ ИНСТРУМЕНТОВ ""РЕГИОН ФОНД ОБЛИГАЦИЙ""",7730149408,,,
1326,"ОПИФ РЫНОЧНЫХ ФИНАНСОВЫХ ИНСТРУМЕНТОВ ""РЕГИОН ФОНД СБАЛАНСИРОВННЫЙ""",7730149408,,,
1327,"ОПИФ рыночных финансовых инструментов ""Америка""",7730149408,,,
1328,"ЗПИФ долгосрочных прямых инвестиций ""Прогресс""",7730149408,,,
1329,"ЗПИФ комбинированный ""Ритм""",7730149408,,,
1330,"ОПИФ рыночных финансовых инструментов ""Золотой Эталон""",7730149408,,,
1331,"ЗПИФ комбинированный ""Спортивные перспективы""",7727528950,,,
1332,"АО ""РТ-АВТО""",7709851082,,,
1333,"АО ""НИИТФА""",7726606316,,,
1334,"ООО ""ХК АЭМ""",9705144030,,,
1335,"ООО ""МОНЧЕГОРСКОЕ""",7604330117,,,
1336,"АО ""ГЕОКАРТА""",5905259721,,,
1337,"ООО ""ДОН ЗОЛОТО""",7604330124,,,
1338,"ООО ""ЗЕЛЕНЫЙ ДОЛ""",7727486403,,,
1339,"ООО ""КИРОВСКОЕ""",7727486386,,,
1340,"ООО ""КЫЗЫКЧАДР""",7727486361,,,
1341,"ООО ""СИГМА МИНЕРАЛ""",9727012823,,,
1342,"ООО ""ЦБК ХОЛДИНГ""",9703090678,,,
1343,"ООО ""НРА""",7714911548,,,
1344,"ООО ""СИНАТОМ""",6685170080,,,
1345,"ООО ""СИНАРАСТРОЙКОМПЛЕКТ""",6685184251,,,
1346,"ООО ""ГАЗПРОМНЕФТЬ-ТЕРМИНАЛ""",5406807595,,,
1347,"АО ""КУЗБАСС-ПРИГОРОД""",4205048280,,,
1348,"АО ""РЖДСТРОЙ""",7708587205,,,
1349,"ООО ""ГПБ-ПРОЕКТ""",7727247010,,,
1350,"ПАО ""ГРУППА ЧЕРКИЗОВО""",7718560636,,,
1351,"ООО ""Р-ФАРМ ИНТЕРНЕШНЛ""",7734406215,,,
1352,"ООО ""СПУТНИК ТЕХНОПОЛИС""",9723108588,,,
1353,"ООО ""Р-ФАРМ МС""",9728023049,,,
1354,"ООО ""Р-ФАРМ МТ""",9728056862,,,
1355,"АО ""ГАЗОВАЯ КОМПАНИЯ ЮГРА""",8601037610,,,
1356,"АО ""ГАЗПРОМ ГАЗОРАСПРЕДЕЛЕНИЕ СТАВРОПОЛЬ""",2635014240,,,
1357,"ООО ""ТРАНСТЕРМИНАЛ - ХОЛДИНГ""",7706438737,,,
1358,"ООО ""ЧУЛКОВСКОЕ""",7727449289,,,
1359,"ООО ""ХОХОЙ""",7727449930,,,
1360,"ООО ""ХАТЫРХАЙ""",7727470675,,,
1361,"АО ""КОГАЛЫМГОРГАЗ""",8608010409,,,
1362,"БУ ""НЕФТЕЮГАНСКАЯ ГОРОДСКАЯ СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА""",8604026824,,,
1363,"АО ""ИГИРГИ""",7736619522,,,
1364,"ООО ""ДЕСЯТАЯ КОНЦЕССИОННАЯ КОМПАНИЯ""",4705075820,,,
1365,"ООО ""СОРОК ПЕРВАЯ КОНЦЕССИОННАЯ КОМПАНИЯ""",4705088481,,,
1366,"ООО ""КОПЕЙКА-МОСКВА""",7715196234,,,
1367,"ООО ""КОПЕЙКА ДЕВЕЛОПМЕНТ""",7704167231,,,
1368,"ООО ""АКЦЕНТР СЕВЕРО-ЗАПАД""",7707370545,,,
1369,"ООО ""АКЦЕНТР ГРУПП""",7817085357,,,
1370,"ООО ""АКЦЕНТР""",3703048393,,,
1371,"АО ""В/О""ИЗОТОП""",7704674312,,,
1372,"ООО ""ЦВТД""",7726750415,,,
1373,"ООО ""РЕНОВА-ХОЛДИНГ РУС""",7705310692,,,
1374,"ООО ""НОВАТЭК-ТАРКОСАЛЕНЕФТЕГАЗ""",8911020768,,,
1375,"АО ""БОГДАНОВИЧСКИЙ КОМБИКОРМОВЫЙ ЗАВОД""",6605002100,,,
1376,"ЗПИФ комбинированный ""ФИПЗ"" под управлением ООО ""УК ""Прагма Капитал""",7718581523,,,
1377,"ФЛ ""ТЕХНО"" ООО ""ТЕХНОНИКОЛЬ-СТРОИТЕЛЬНЫЕ СИСТЕМЫ""",7702521529,,,
1378,"ООО ""ИНВЕСТ-КРОВЛЯ""",7702338273,,,
1379,"АО ""РОССЕТИ ТЮМЕНЬ""",8602060185,,,
1380,"ООО ""НЭП""",8602171819,,,
1381,"ООО ""ГАЗПРОМ ЭНЕРГОСБЫТ БРЯНСК""",8602173527,,,
1382,"ООО ""ГАЗПРОМ ГНП ПРОДАЖИ""",1515919573,,,
1383,"АО ""КСК""",2315006923,,,
1384,"ОП ""ГОРЕЛОВО"" ООО ""ТД ЧЕРКИЗОВО""",5032046575,,,
1385,"АО ""УК ""РОЛЬФ""",9715449930,,,
1386,"АО ""КУРЬЯНОВСКОЕ""",7723098657,,,
1387,"АО ""БРИГИТА»",9725090512,,,
1388,"ООО ""КРИОГАЗ СЕВЕРО-ЗАПАД""",5003063216,,,
1389,"ПАО ""ХИМПРОМ""",2124009521,,,
1390,"ООО ""КОММУНИКАЦИИ И СВЯЗЬ""",9717046301,,,
1391,"ООО ""ТКМ-ХИМ""",2463255056,,,
1392,"ОАО ""САМАРАГАЗ""",6315223001,,,
1393,"АО ""ММЗ""",5029126076,,,
1394,"ООО ""ЭЛЬГАУГОЛЬ""",1434045743,,,
1395,"ООО ""ЦИФРОВАЯ ЖАЖДА""",9709036130,,,
1396,"АО ""ЗАВОД РЭТО""",7724646338,,,
1397,"ПАО ""ФОСАГРО""",7736216869,,,
1398,"ООО ""ГРУППА ОРГСИНТЕЗ ХОЛДИНГ""",2124041162,,,
1399,"ООО ""ГРУППА ЭПМ""",7707391440,,,
1400,"АО ""БЕРЕЗОВСКИЙ ХЛЕБОКОМБИНАТ""",6604001978,,,
1401,"АО ""ХОТЫНЕЦКОЕ ХПП""",5726000070,,,
1402,"АО ""СОГАЗ""",7736035485,,,
1403,"ТОСП ""Ч001 Москва Долгопрудная"" ООО ""СЛАДКАЯ ЖИЗНЬ Н.Н.""",5257041777,,,
1404,"Фл ""Сочи"" ООО ""Лукойл-Югнефтепродукт""",2309051942,,,
1405,"ООО ""СИНАРА-ГТР ТАГАНРОГ""",9709067611,,,
1406,"ООО ""РВК-ОМСКИЙ РАЙОН""",5501280140,,,
1407,"ОАО УК ИНДУСТРИАЛЬНОГО ПАРКА ""НОВОУРАЛЬСКИЙ""",6682005169,,,
1408,"ООО ""КОПИТАНИЯ""",7704702640,,,
1409,"ООО ""УК ""САТУРН""",9709074440,,,
1410,"ООО ""ВЭБ ВЕНЧУРС""",7731373995,,,
1411,"АО ""АТОМ-ТОР""",5254491182,,,
1412,"АО ""КОМКОР""",7717020170,,,
1413,"ООО ""СКФ АРКТИКА""",7841443821,,,
1414,"""Нефтебаза (Магнитогорский регион)"" ООО ""ЛУКОЙЛ-Уралнефтепродукт""",7453011758,,,
1415,"ООО ""СПЕЦДОРПРОЕКТ""",7724305345,,,
1416,"УНИВЕРСИТЕТ НАУКИ И ТЕХНОЛОГИЙ МИСИС, УНИВЕРСИТЕТ МИСИС, НИТУ МИСИС, МИСИС",7706019535,,,
1417,"ПАО ""РОССЕТИ УРАЛ""",6671163413,,,
